11,choa chu kang avenue 2 (block 296),1.377421,103.740759,1,166,236,140714,7
13,choa chu kang avenue 2 (block 296a),1.377133,103.740941,1,166,236,140714,7
17,choa chu kang avenue 2 (block 296b),1.376838,103.741413,1,166,236,140714,7
9,choa chu kang avenue 2 (block 296c),1.376565,103.74224,1,166,236,140714,7
2,choa chu kang avenue 2 (block 296d),1.376587,103.742999,1,166,236,140714,7
5,choa chu kang avenue 2 (block 296e),1.3769309,103.743014,1,166,236,140714,7
7,choa chu kang avenue 2 (block 297),1.377095,103.741745,1,166,236,140714,7
1,choa chu kang avenue 2 (block 297b),1.377374,103.743124,1,166,236,140714,7
1,choa chu kang avenue 2 (block 297c),1.3777759,103.743031,1,166,236,140714,7
3,choa chu kang avenue 2 (block 297d),1.3781239,103.743004,1,166,236,140714,7
8,choa chu kang avenue 3,1.3806072,103.7420974,1,166,236,140714,7
6,choa chu kang avenue 5 (block 476a),1.376521,103.737802,1,166,236,140714,7
1,choa chu kang avenue 5 (block 476b),1.376517,103.737796,1,166,236,140714,7
7,choa chu kang avenue 5 (block 476c),1.377366,103.7379349,1,166,236,140714,7
8,choa chu kang avenue 5 (block 476d),1.377295,103.738334,1,166,236,140714,7
2,choa chu kang avenue 5 (block 483),1.375841,103.7377209,1,166,236,140714,7
5,choa chu kang avenue 5 (block 484),1.376498,103.7370119,1,166,236,140714,7
1,choa chu kang avenue 5 (block 484a),1.376725,103.736749,1,166,236,140714,7
4,choa chu kang avenue 5 (block 484b),1.376169,103.736114,1,166,236,140714,7
1,choa chu kang avenue 5 (block 484d),1.3752899,103.737099,1,166,236,140714,7
2,choa chu kang avenue 5 (block 485),1.374723,103.737914,1,166,236,140714,7
2,choa chu kang avenue 5 (block 485a),1.374559,103.738117,1,166,236,140714,7
3,choa chu kang avenue 5 (block 485b),1.37422,103.7387,1,166,236,140714,7
12,choa chu kang avenue 5 (block 485c),1.374887,103.73894,1,166,236,140714,7
18,choa chu kang avenue 5 (block 485d),1.375205,103.738902,1,166,236,140714,7
6,choa chu kang avenue 5 (block 486),1.3755949,103.738412,1,166,236,140714,7
74,choa chu kang avenue 5,1.3757617,103.7388229,1,166,236,140714,7
5,keat hong close,1.375962,103.738868,1,166,236,140714,7
16,da silva lane,1.363598,103.882883,2,17,169,140714,7
6,florence close,1.362085,103.886318,2,17,169,140714,7
18,florence road,1.3656983,103.8858431,2,17,169,140714,7
2,glasgow road,1.36162,103.878666,2,17,169,140714,7
2,kang choo bin road,1.3655499,103.8824592,2,17,169,140714,7
49,kovan road,1.3586534,103.8813679,2,17,169,140714,7
2,kovan rise,1.361967,103.885004,2,17,169,140714,7
4,lim ah pin road,1.364331,103.886614,2,17,169,140714,7
28,lowland road,1.361446,103.883249,2,17,169,140714,7
2,phillips avenue,1.3635529,103.8783458,2,17,169,140714,7
10,richards avenue,1.3618734,103.8817394,2,17,169,140714,7
4,richards place,1.3619294,103.8806616,2,17,169,140714,7
9,simon lane,1.3633389,103.8845221,2,17,169,140714,7
3,simon place,1.364812,103.88375,2,17,169,140714,7
4,simon road,1.3621474,103.8854105,2,17,169,140714,7
4,simon walk,1.3620646,103.8844836,2,17,169,140714,7
2,teow hock avenue,1.3618413,103.8799705,2,17,169,140714,7
4,upper serangoon road,1.3576645,103.8825205,2,17,169,140714,7
3,hougang avenue 1 (block 101),1.3550354,103.891224,3,8,122,140714,7
1,hougang avenue 1 (block 103),1.355832,103.8910918,3,8,122,140714,7
8,hougang avenue 3 (block 247),1.3592261,103.8914645,3,8,122,140714,7
10,hougang avenue 3 (block 248),1.3594936,103.892492,3,8,122,140714,7
16,hougang avenue 3 (block 249),1.3596597,103.8917267,3,8,122,140714,7
1,hougang avenue 3 (block 251),1.3599509,103.891352,3,8,122,140714,7
10,hougang avenue 3 (block 252),1.3602211,103.8925821,3,8,122,140714,7
6,hougang avenue 3 (block 253),1.360423,103.892033,3,8,122,140714,7
1,hougang avenue 3 (block 254),1.3602716,103.8912596,3,8,122,140714,7
2,hougang street 22 (block 239),1.356016,103.890407,3,8,122,140714,7
1,hougang street 22 (block 240),1.356396,103.890502,3,8,122,140714,7
5,hougang street 22 (block 241),1.356457,103.891594,3,8,122,140714,7
7,hougang street 22 (block 242),1.357334,103.891882,3,8,122,140714,7
4,hougang street 22 (block 243),1.3575442,103.8916947,3,8,122,140714,7
7,hougang street 22 (block 244),1.358071,103.891739,3,8,122,140714,7
18,hougang street 22 (block 245),1.358423,103.891648,3,8,122,140714,7
2,hougang street 22 (block 246),1.358775,103.8913309,3,8,122,140714,7
1,hougang street 22 (block 247),1.359221,103.891453,3,8,122,140714,7
1,hougang street 22 (block 249),1.359653,103.891723,3,8,122,140714,7
10,jalan hock chye,1.3596003,103.8896132,3,8,122,140714,7
5,jalan teliti,1.3605665,103.8910942,3,8,122,140714,7
2,tampines road,1.3686923,103.9101195,3,8,122,140714,7
1,tampines road (block 159),1.362293,103.892321,3,8,122,140714,7
9,jalan grisek,1.324459,103.9179367,4,9,76,140714,7
5,jalan krian,1.324161,103.915626,4,9,76,140714,7
13,jalan lapang,1.322854,103.91659,4,9,76,140714,7
7,jalan paras,1.3264605,103.9162657,4,9,76,140714,7
3,jalan sayang,1.322645,103.915034,4,9,76,140714,7
13,jalan selamat,1.3248603,103.9155274,4,9,76,140714,7
9,jalan senang,1.326895,103.916294,4,9,76,140714,7
2,jalan sentosa,1.3229375,103.9173352,4,9,76,140714,7
2,jalan senyum,1.3226043,103.9143789,4,9,76,140714,7
7,jalan waringin,1.3230531,103.9181275,4,9,76,140714,7
3,taman kembangan,1.324762,103.914835,4,9,76,140714,7
3,waringin park,1.322232,103.9183677,4,9,76,140714,7
15,jalan loyang besar,1.378599,103.9606082,5,27,71,140714,7
4,loyang besar close,1.3779834,103.957869,5,27,71,140714,7
2,loyang place,1.3796681,103.9614307,5,27,71,140714,7
3,pasir ris drive 3,1.3750058,103.9516484,5,27,71,140714,7
18,pasir ris link,1.377167,103.961096,5,27,71,140714,7
1,pasir ris rise,1.376498,103.959543,5,27,71,140714,7
1,pasir ris drive 4 (block 231),1.3735816,103.9611245,5,27,71,140714,7
3,pasir ris drive 4 (block 232),1.374687,103.96163,5,27,71,140714,7
4,pasir ris drive 4 (block 233),1.374413,103.962057,5,27,71,140714,7
1,pasir ris drive 4 (block 240),1.3711035,103.9605826,5,27,71,140714,7
1,pasir ris drive 4 (block 479),1.3751605,103.9591419,5,27,71,140714,7
5,pasir ris drive 4 (block 480),1.3748072,103.9592736,5,27,71,140714,7
2,pasir ris drive 4 (block 481),1.373934,103.958832,5,27,71,140714,7
2,pasir ris drive 4 (block 483),1.3740667,103.9599055,5,27,71,140714,7
1,pasir ris drive 4 (block 484),1.3736681,103.9605424,5,27,71,140714,7
2,pasir ris drive 4 (block 486),1.3743869,103.9603639,5,27,71,140714,7
1,pasir ris drive 6 (block 406),1.373821,103.95546,5,27,71,140714,7
1,pasir ris drive 6 (block 468),1.3738522,103.9566382,5,27,71,140714,7
1,pasir ris drive 6 (block 474),1.3752335,103.9566532,5,27,71,140714,7
2,pasir ris drive 6 (block 476),1.3751627,103.9583785,5,27,71,140714,7
1,pasir ris street (block 240),1.3810762,103.9483709,5,27,71,140714,7
3,harvey road,1.3344814,103.8842391,6,18,66,140714,7
6,jalan gembira,1.332269,103.88058,6,18,66,140714,7
7,jalan kemajuan,1.3332399,103.8815882,6,18,66,140714,7
2,jalan mesin,1.3331584,103.8834217,6,18,66,140714,7
1,jalan muhibbah,1.332813,103.880465,6,18,66,140714,7
2,jalan mulia,1.3329136,103.8801177,6,18,66,140714,7
7,jalan setia,1.3334032,103.8803527,6,18,66,140714,7
1,joo seng road (block 11),1.335086,103.880703,6,18,66,140714,7
1,joo seng road (block 19),1.334719,103.881003,6,18,66,140714,7
12,joo seng road (block 20),1.334410,103.881537,6,18,66,140714,7
2,joo seng road (block 21),1.334231,103.880907,6,18,66,140714,7
10,kampong ampat,1.3344237,103.8830503,6,18,66,140714,7
5,macpherson road,1.331082,103.8785853,6,18,66,140714,7
2,mactaggart road,1.3345046,103.8843338,6,18,66,140714,7
2,upper aljunied road,1.3372467,103.877157,6,18,66,140714,7
1,upper aljunied link,1.3345099,103.8817036,6,18,66,140714,7
1,upper aljunied lane (block 2),1.334171,103.8792185,6,18,66,140714,7
1,upper aljunied lane (block 5),1.3341284,103.8795398,6,18,66,140714,7
2,choa chu kang avenue 2 (block 272),1.378832,103.742982,7,60,63,140714,7
1,choa chu kang avenue 2 (block 273),1.379179,103.743015,7,60,63,140714,7
1,choa chu kang avenue 2 (block 274),1.379378,103.742822,7,60,63,140714,7
1,choa chu kang avenue 2 (block 276),1.379519,103.744385,7,60,63,140714,7
3,choa chu kang avenue 2 (block 287),1.379322,103.741652,7,60,63,140714,7
1,choa chu kang avenue 2 (block 293),1.3779563,103.7411226,7,60,63,140714,7
5,choa chu kang avenue 2 (block 294),1.3785613,103.7408222,7,60,63,140714,7
3,choa chu kang avenue 2 (block 295),1.3782547,103.7409943,7,60,63,140714,7
2,choa chu kang avenue 3 (block 283),1.379701,103.742999,7,60,63,140714,7
1,choa chu kang avenue 3 (block 284),1.3797324,103.7420785,7,60,63,140714,7
1,choa chu kang avenue 3 (block 285),1.3800674,103.7417874,7,60,63,140714,7
6,choa chu kang avenue 3 (block 289),1.3793104,103.7406784,7,60,63,140714,7
2,choa chu kang avenue 3 (block 290),1.378832,103.740414,7,60,63,140714,7
2,choa chu kang avenue 3 (block 291),1.378641,103.739747,7,60,63,140714,7
4,choa chu kang avenue 3 (block 293),1.37811,103.740106,7,60,63,140714,7
1,choa chu kang avenue 3 (block 402),1.379258,103.739389,7,60,63,140714,7
2,choa chu kang avenue 3 (block 403),1.379508,103.738877,7,60,63,140714,7
