,type,filter_col,size,train_score,test_score,additional_col_0,additional_col_1,additional_col_2,additional_col_3,additional_col_4,additional_col_5,additional_col_6,additional_col_7,additional_col_8,additional_col_9,additional_col_10
2031,low,hdb_age_at_tranc,931,0.903473908459596,0.8664007566535358,Tranc_Year,Mall_Within_500m,Hawker_Nearest_Distance,sec_sch_nearest_dist,affiliation,,,,,,
2032,low,hdb_age_at_tranc,931,0.9038398387499531,0.8677530290072244,Tranc_Year,Mall_Within_500m,Hawker_Nearest_Distance,cutoff_point,affiliation,,,,,,
2033,low,hdb_age_at_tranc,931,0.9031212356599736,0.8681486110794603,Tranc_Year,Mall_Within_500m,Hawker_Within_500m,bus_interchange,mrt_interchange,,,,,,
2034,low,hdb_age_at_tranc,931,0.9033979707241938,0.8796009609902771,Tranc_Year,Mall_Within_500m,Hawker_Within_500m,bus_interchange,pri_sch_affiliation,,,,,,
2035,low,hdb_age_at_tranc,931,0.902603243191393,0.8672346492655946,Tranc_Year,Mall_Within_500m,Hawker_Within_500m,bus_interchange,sec_sch_nearest_dist,,,,,,
2036,low,hdb_age_at_tranc,931,0.904917837671567,0.8701597679607538,Tranc_Year,Mall_Within_500m,Hawker_Within_500m,bus_interchange,cutoff_point,,,,,,
2037,low,hdb_age_at_tranc,931,0.9046768472070531,0.8697861944857976,Tranc_Year,Mall_Within_500m,Hawker_Within_500m,bus_interchange,affiliation,,,,,,
2038,low,hdb_age_at_tranc,931,0.9081652318975185,0.8785214127364327,Tranc_Year,Mall_Within_500m,Hawker_Within_500m,mrt_interchange,pri_sch_affiliation,,,,,,
2039,low,hdb_age_at_tranc,931,0.9040548601580879,0.8683510211854073,Tranc_Year,Mall_Within_500m,Hawker_Within_500m,mrt_interchange,sec_sch_nearest_dist,,,,,,
2040,low,hdb_age_at_tranc,931,0.9047968267969955,0.8707908188611405,Tranc_Year,Mall_Within_500m,Hawker_Within_500m,mrt_interchange,cutoff_point,,,,,,
2041,low,hdb_age_at_tranc,931,0.902179435888303,0.8703144359639766,Tranc_Year,Mall_Within_500m,Hawker_Within_500m,mrt_interchange,affiliation,,,,,,
2042,low,hdb_age_at_tranc,931,0.9092068458722652,0.8810138822849313,Tranc_Year,Mall_Within_500m,Hawker_Within_500m,pri_sch_affiliation,sec_sch_nearest_dist,,,,,,
2043,low,hdb_age_at_tranc,931,0.9087712440035975,0.8807679997081901,Tranc_Year,Mall_Within_500m,Hawker_Within_500m,pri_sch_affiliation,cutoff_point,,,,,,
2044,low,hdb_age_at_tranc,931,0.9085575062616348,0.8790281615873499,Tranc_Year,Mall_Within_500m,Hawker_Within_500m,pri_sch_affiliation,affiliation,,,,,,
2045,low,hdb_age_at_tranc,931,0.9030383972737347,0.8671843797284658,Tranc_Year,Mall_Within_500m,Hawker_Within_500m,sec_sch_nearest_dist,cutoff_point,,,,,,
2046,low,hdb_age_at_tranc,931,0.9046525337119029,0.8695424521662688,Tranc_Year,Mall_Within_500m,Hawker_Within_500m,sec_sch_nearest_dist,affiliation,,,,,,
2047,low,hdb_age_at_tranc,931,0.9047037761296144,0.8681366975933267,Tranc_Year,Mall_Within_500m,Hawker_Within_500m,cutoff_point,affiliation,,,,,,
2048,low,hdb_age_at_tranc,931,0.9085813808559144,0.8801199773079197,Tranc_Year,Mall_Within_500m,bus_interchange,mrt_interchange,pri_sch_affiliation,,,,,,
2049,low,hdb_age_at_tranc,931,0.9032081172970937,0.8691928549234823,Tranc_Year,Mall_Within_500m,bus_interchange,mrt_interchange,sec_sch_nearest_dist,,,,,,
2050,low,hdb_age_at_tranc,931,0.9035117953192834,0.8670949204314343,Tranc_Year,Mall_Within_500m,bus_interchange,mrt_interchange,cutoff_point,,,,,,
2051,low,hdb_age_at_tranc,931,0.9047724503136718,0.8707677419822837,Tranc_Year,Mall_Within_500m,bus_interchange,mrt_interchange,affiliation,,,,,,
2052,low,hdb_age_at_tranc,931,0.9049109300688584,0.8805656915382701,Tranc_Year,Mall_Within_500m,bus_interchange,pri_sch_affiliation,sec_sch_nearest_dist,,,,,,
2053,low,hdb_age_at_tranc,931,0.9070138283401438,0.8759410171245643,Tranc_Year,Mall_Within_500m,bus_interchange,pri_sch_affiliation,cutoff_point,,,,,,
2054,low,hdb_age_at_tranc,931,0.9088752999846609,0.8794724692802368,Tranc_Year,Mall_Within_500m,bus_interchange,pri_sch_affiliation,affiliation,,,,,,
2055,low,hdb_age_at_tranc,931,0.9045569785160209,0.8714557840075475,Tranc_Year,Mall_Within_500m,bus_interchange,sec_sch_nearest_dist,cutoff_point,,,,,,
2056,low,hdb_age_at_tranc,931,0.9041790134819374,0.8708716029130494,Tranc_Year,Mall_Within_500m,bus_interchange,sec_sch_nearest_dist,affiliation,,,,,,
2057,low,hdb_age_at_tranc,931,0.9035886113981308,0.868565227316434,Tranc_Year,Mall_Within_500m,bus_interchange,cutoff_point,affiliation,,,,,,
2058,low,hdb_age_at_tranc,931,0.9042323817091235,0.8767695946863383,Tranc_Year,Mall_Within_500m,mrt_interchange,pri_sch_affiliation,sec_sch_nearest_dist,,,,,,
2059,low,hdb_age_at_tranc,931,0.9079714943903205,0.8784339494286808,Tranc_Year,Mall_Within_500m,mrt_interchange,pri_sch_affiliation,cutoff_point,,,,,,
2060,low,hdb_age_at_tranc,931,0.9081099640035986,0.8791395280448309,Tranc_Year,Mall_Within_500m,mrt_interchange,pri_sch_affiliation,affiliation,,,,,,
2061,low,hdb_age_at_tranc,931,0.904786111374118,0.8688746064535003,Tranc_Year,Mall_Within_500m,mrt_interchange,sec_sch_nearest_dist,cutoff_point,,,,,,
2062,low,hdb_age_at_tranc,931,0.902487879072652,0.8681661828138152,Tranc_Year,Mall_Within_500m,mrt_interchange,sec_sch_nearest_dist,affiliation,,,,,,
2063,low,hdb_age_at_tranc,931,0.9023753056941417,0.8680151250032871,Tranc_Year,Mall_Within_500m,mrt_interchange,cutoff_point,affiliation,,,,,,
2064,low,hdb_age_at_tranc,931,0.9098774284625859,0.8826930383181252,Tranc_Year,Mall_Within_500m,pri_sch_affiliation,sec_sch_nearest_dist,cutoff_point,,,,,,
2065,low,hdb_age_at_tranc,931,0.9097853951873753,0.8830185698726397,Tranc_Year,Mall_Within_500m,pri_sch_affiliation,sec_sch_nearest_dist,affiliation,,,,,,
2066,low,hdb_age_at_tranc,931,0.9082975718707149,0.8784032773673278,Tranc_Year,Mall_Within_500m,pri_sch_affiliation,cutoff_point,affiliation,,,,,,
2067,low,hdb_age_at_tranc,931,0.9042575217021022,0.8689576621512717,Tranc_Year,Mall_Within_500m,sec_sch_nearest_dist,cutoff_point,affiliation,,,,,,
2068,low,hdb_age_at_tranc,931,0.9018212910926796,0.8702942220797468,Tranc_Year,Hawker_Nearest_Distance,Hawker_Within_500m,bus_interchange,mrt_interchange,,,,,,
2069,low,hdb_age_at_tranc,931,0.9046445831929699,0.8794047683829491,Tranc_Year,Hawker_Nearest_Distance,Hawker_Within_500m,bus_interchange,pri_sch_affiliation,,,,,,
2070,low,hdb_age_at_tranc,931,0.9035562129059526,0.8707293509375789,Tranc_Year,Hawker_Nearest_Distance,Hawker_Within_500m,bus_interchange,sec_sch_nearest_dist,,,,,,
2071,low,hdb_age_at_tranc,931,0.9018078998160275,0.8685092244019357,Tranc_Year,Hawker_Nearest_Distance,Hawker_Within_500m,bus_interchange,cutoff_point,,,,,,
2072,low,hdb_age_at_tranc,931,0.9025212586063847,0.8711748816631126,Tranc_Year,Hawker_Nearest_Distance,Hawker_Within_500m,bus_interchange,affiliation,,,,,,
2073,low,hdb_age_at_tranc,931,0.9038866406782409,0.8805707681720684,Tranc_Year,Hawker_Nearest_Distance,Hawker_Within_500m,mrt_interchange,pri_sch_affiliation,,,,,,
2074,low,hdb_age_at_tranc,931,0.9032375637716303,0.8691320770898517,Tranc_Year,Hawker_Nearest_Distance,Hawker_Within_500m,mrt_interchange,sec_sch_nearest_dist,,,,,,
2075,low,hdb_age_at_tranc,931,0.9025611790090075,0.8682305017512759,Tranc_Year,Hawker_Nearest_Distance,Hawker_Within_500m,mrt_interchange,cutoff_point,,,,,,
2076,low,hdb_age_at_tranc,931,0.9014484373397155,0.867856089625362,Tranc_Year,Hawker_Nearest_Distance,Hawker_Within_500m,mrt_interchange,affiliation,,,,,,
2077,low,hdb_age_at_tranc,931,0.90833141344813,0.8842732572002305,Tranc_Year,Hawker_Nearest_Distance,Hawker_Within_500m,pri_sch_affiliation,sec_sch_nearest_dist,,,,,,
2078,low,hdb_age_at_tranc,931,0.9016311168863435,0.8680840748914656,Tranc_Year,Hawker_Nearest_Distance,Hawker_Within_500m,pri_sch_affiliation,cutoff_point,,,,,,
2079,low,hdb_age_at_tranc,931,0.9038850324785208,0.8722076817154573,Tranc_Year,Hawker_Nearest_Distance,Hawker_Within_500m,pri_sch_affiliation,affiliation,,,,,,
2080,low,hdb_age_at_tranc,931,0.9018184225877858,0.8662380739426592,Tranc_Year,Hawker_Nearest_Distance,Hawker_Within_500m,sec_sch_nearest_dist,cutoff_point,,,,,,
2081,low,hdb_age_at_tranc,931,0.903317072248805,0.8700579192930898,Tranc_Year,Hawker_Nearest_Distance,Hawker_Within_500m,sec_sch_nearest_dist,affiliation,,,,,,
2082,low,hdb_age_at_tranc,931,0.903014491877546,0.8688716498095164,Tranc_Year,Hawker_Nearest_Distance,Hawker_Within_500m,cutoff_point,affiliation,,,,,,
2083,low,hdb_age_at_tranc,931,0.9072166937154522,0.8807840938194288,Tranc_Year,Hawker_Nearest_Distance,bus_interchange,mrt_interchange,pri_sch_affiliation,,,,,,
2084,low,hdb_age_at_tranc,931,0.9014440172281547,0.8689611382596526,Tranc_Year,Hawker_Nearest_Distance,bus_interchange,mrt_interchange,sec_sch_nearest_dist,,,,,,
2085,low,hdb_age_at_tranc,931,0.9025173293692135,0.8726485772970185,Tranc_Year,Hawker_Nearest_Distance,bus_interchange,mrt_interchange,cutoff_point,,,,,,
2086,low,hdb_age_at_tranc,931,0.9034383042214956,0.8723131025370047,Tranc_Year,Hawker_Nearest_Distance,bus_interchange,mrt_interchange,affiliation,,,,,,
2087,low,hdb_age_at_tranc,931,0.9093870915414247,0.8838355096547825,Tranc_Year,Hawker_Nearest_Distance,bus_interchange,pri_sch_affiliation,sec_sch_nearest_dist,,,,,,
2088,low,hdb_age_at_tranc,931,0.9055185814323712,0.8785939304854004,Tranc_Year,Hawker_Nearest_Distance,bus_interchange,pri_sch_affiliation,cutoff_point,,,,,,
2089,low,hdb_age_at_tranc,931,0.9078434858697461,0.8817173709629266,Tranc_Year,Hawker_Nearest_Distance,bus_interchange,pri_sch_affiliation,affiliation,,,,,,
2090,low,hdb_age_at_tranc,931,0.9029708414495123,0.8671865059083228,Tranc_Year,Hawker_Nearest_Distance,bus_interchange,sec_sch_nearest_dist,cutoff_point,,,,,,
2091,low,hdb_age_at_tranc,931,0.9030380647876666,0.8671269361314291,Tranc_Year,Hawker_Nearest_Distance,bus_interchange,sec_sch_nearest_dist,affiliation,,,,,,
2092,low,hdb_age_at_tranc,931,0.9023762424664158,0.8688320670817362,Tranc_Year,Hawker_Nearest_Distance,bus_interchange,cutoff_point,affiliation,,,,,,
2093,low,hdb_age_at_tranc,931,0.9074675554168646,0.8822539438393353,Tranc_Year,Hawker_Nearest_Distance,mrt_interchange,pri_sch_affiliation,sec_sch_nearest_dist,,,,,,
2094,low,hdb_age_at_tranc,931,0.9073571069637975,0.8787468397177574,Tranc_Year,Hawker_Nearest_Distance,mrt_interchange,pri_sch_affiliation,cutoff_point,,,,,,
2095,low,hdb_age_at_tranc,931,0.9059033113902668,0.8785455403251324,Tranc_Year,Hawker_Nearest_Distance,mrt_interchange,pri_sch_affiliation,affiliation,,,,,,
2096,low,hdb_age_at_tranc,931,0.9036758995843363,0.8681855149164664,Tranc_Year,Hawker_Nearest_Distance,mrt_interchange,sec_sch_nearest_dist,cutoff_point,,,,,,
2097,low,hdb_age_at_tranc,931,0.9026803430029207,0.8683715133220442,Tranc_Year,Hawker_Nearest_Distance,mrt_interchange,sec_sch_nearest_dist,affiliation,,,,,,
2098,low,hdb_age_at_tranc,931,0.8990399383570732,0.8646901055828168,Tranc_Year,Hawker_Nearest_Distance,mrt_interchange,cutoff_point,affiliation,,,,,,
2099,low,hdb_age_at_tranc,931,0.9103129257146085,0.8844757003530188,Tranc_Year,Hawker_Nearest_Distance,pri_sch_affiliation,sec_sch_nearest_dist,cutoff_point,,,,,,
2100,low,hdb_age_at_tranc,931,0.9089783452959538,0.8825796658874245,Tranc_Year,Hawker_Nearest_Distance,pri_sch_affiliation,sec_sch_nearest_dist,affiliation,,,,,,
2101,low,hdb_age_at_tranc,931,0.9052484900705763,0.8765796490302524,Tranc_Year,Hawker_Nearest_Distance,pri_sch_affiliation,cutoff_point,affiliation,,,,,,
2102,low,hdb_age_at_tranc,931,0.9031773858096478,0.8692467685987018,Tranc_Year,Hawker_Nearest_Distance,sec_sch_nearest_dist,cutoff_point,affiliation,,,,,,
2103,low,hdb_age_at_tranc,931,0.9055427220636569,0.8784543006919246,Tranc_Year,Hawker_Within_500m,bus_interchange,mrt_interchange,pri_sch_affiliation,,,,,,
2104,low,hdb_age_at_tranc,931,0.9030387011096637,0.8683436892794083,Tranc_Year,Hawker_Within_500m,bus_interchange,mrt_interchange,sec_sch_nearest_dist,,,,,,
2105,low,hdb_age_at_tranc,931,0.9029211635528491,0.8719802970831825,Tranc_Year,Hawker_Within_500m,bus_interchange,mrt_interchange,cutoff_point,,,,,,
2106,low,hdb_age_at_tranc,931,0.9022326204175383,0.8687781823599428,Tranc_Year,Hawker_Within_500m,bus_interchange,mrt_interchange,affiliation,,,,,,
2107,low,hdb_age_at_tranc,931,0.9054143648660743,0.8831982137001025,Tranc_Year,Hawker_Within_500m,bus_interchange,pri_sch_affiliation,sec_sch_nearest_dist,,,,,,
2108,low,hdb_age_at_tranc,931,0.9071207902638878,0.8803221744564271,Tranc_Year,Hawker_Within_500m,bus_interchange,pri_sch_affiliation,cutoff_point,,,,,,
2109,low,hdb_age_at_tranc,931,0.9059226755136972,0.8800788298970668,Tranc_Year,Hawker_Within_500m,bus_interchange,pri_sch_affiliation,affiliation,,,,,,
2110,low,hdb_age_at_tranc,931,0.9029230390535519,0.8679315067104982,Tranc_Year,Hawker_Within_500m,bus_interchange,sec_sch_nearest_dist,cutoff_point,,,,,,
2111,low,hdb_age_at_tranc,931,0.9023084841802074,0.870148632273464,Tranc_Year,Hawker_Within_500m,bus_interchange,sec_sch_nearest_dist,affiliation,,,,,,
2112,low,hdb_age_at_tranc,931,0.9017754822889615,0.8709040539128271,Tranc_Year,Hawker_Within_500m,bus_interchange,cutoff_point,affiliation,,,,,,
2113,low,hdb_age_at_tranc,931,0.9091560098183685,0.8822600716416137,Tranc_Year,Hawker_Within_500m,mrt_interchange,pri_sch_affiliation,sec_sch_nearest_dist,,,,,,
2114,low,hdb_age_at_tranc,931,0.906992260082062,0.8820435574639034,Tranc_Year,Hawker_Within_500m,mrt_interchange,pri_sch_affiliation,cutoff_point,,,,,,
2115,low,hdb_age_at_tranc,931,0.90480357602643,0.8781195901026765,Tranc_Year,Hawker_Within_500m,mrt_interchange,pri_sch_affiliation,affiliation,,,,,,
2116,low,hdb_age_at_tranc,931,0.9028214803293613,0.8656915315031495,Tranc_Year,Hawker_Within_500m,mrt_interchange,sec_sch_nearest_dist,cutoff_point,,,,,,
2117,low,hdb_age_at_tranc,931,0.9016941941400815,0.8673576657829529,Tranc_Year,Hawker_Within_500m,mrt_interchange,sec_sch_nearest_dist,affiliation,,,,,,
2118,low,hdb_age_at_tranc,931,0.8991939087790156,0.8679016643145572,Tranc_Year,Hawker_Within_500m,mrt_interchange,cutoff_point,affiliation,,,,,,
2119,low,hdb_age_at_tranc,931,0.9101934452149044,0.8824048051659248,Tranc_Year,Hawker_Within_500m,pri_sch_affiliation,sec_sch_nearest_dist,cutoff_point,,,,,,
2120,low,hdb_age_at_tranc,931,0.9051595168228281,0.8789955436560959,Tranc_Year,Hawker_Within_500m,pri_sch_affiliation,sec_sch_nearest_dist,affiliation,,,,,,
2121,low,hdb_age_at_tranc,931,0.9042866745653787,0.8789707866798202,Tranc_Year,Hawker_Within_500m,pri_sch_affiliation,cutoff_point,affiliation,,,,,,
2122,low,hdb_age_at_tranc,931,0.9034123777716654,0.8692643587035063,Tranc_Year,Hawker_Within_500m,sec_sch_nearest_dist,cutoff_point,affiliation,,,,,,
2123,low,hdb_age_at_tranc,931,0.9095619847130495,0.8820492083739289,Tranc_Year,bus_interchange,mrt_interchange,pri_sch_affiliation,sec_sch_nearest_dist,,,,,,
2124,low,hdb_age_at_tranc,931,0.9076216801643463,0.8793235560200152,Tranc_Year,bus_interchange,mrt_interchange,pri_sch_affiliation,cutoff_point,,,,,,
2125,low,hdb_age_at_tranc,931,0.9033903040432723,0.8803090563580159,Tranc_Year,bus_interchange,mrt_interchange,pri_sch_affiliation,affiliation,,,,,,
2126,low,hdb_age_at_tranc,931,0.9031511061987015,0.8720668442646022,Tranc_Year,bus_interchange,mrt_interchange,sec_sch_nearest_dist,cutoff_point,,,,,,
2127,low,hdb_age_at_tranc,931,0.9030765572125841,0.8682841418665401,Tranc_Year,bus_interchange,mrt_interchange,sec_sch_nearest_dist,affiliation,,,,,,
2128,low,hdb_age_at_tranc,931,0.9038496084097696,0.8710079954139885,Tranc_Year,bus_interchange,mrt_interchange,cutoff_point,affiliation,,,,,,
2129,low,hdb_age_at_tranc,931,0.9108164171500197,0.8845274059800735,Tranc_Year,bus_interchange,pri_sch_affiliation,sec_sch_nearest_dist,cutoff_point,,,,,,
2130,low,hdb_age_at_tranc,931,0.9097186312144767,0.8834008577297632,Tranc_Year,bus_interchange,pri_sch_affiliation,sec_sch_nearest_dist,affiliation,,,,,,
2131,low,hdb_age_at_tranc,931,0.9080232543575971,0.8806809285696005,Tranc_Year,bus_interchange,pri_sch_affiliation,cutoff_point,affiliation,,,,,,
2132,low,hdb_age_at_tranc,931,0.9004295322190953,0.8683474743907313,Tranc_Year,bus_interchange,sec_sch_nearest_dist,cutoff_point,affiliation,,,,,,
2133,low,hdb_age_at_tranc,931,0.9103315771282103,0.8847013034510447,Tranc_Year,mrt_interchange,pri_sch_affiliation,sec_sch_nearest_dist,cutoff_point,,,,,,
2134,low,hdb_age_at_tranc,931,0.9090758763583094,0.8827147067625699,Tranc_Year,mrt_interchange,pri_sch_affiliation,sec_sch_nearest_dist,affiliation,,,,,,
2135,low,hdb_age_at_tranc,931,0.9052000433474328,0.8771917492144948,Tranc_Year,mrt_interchange,pri_sch_affiliation,cutoff_point,affiliation,,,,,,
2136,low,hdb_age_at_tranc,931,0.9036946739723403,0.8695140338795255,Tranc_Year,mrt_interchange,sec_sch_nearest_dist,cutoff_point,affiliation,,,,,,
2137,low,hdb_age_at_tranc,931,0.9067878294220527,0.8801743897807802,Tranc_Year,pri_sch_affiliation,sec_sch_nearest_dist,cutoff_point,affiliation,,,,,,
2138,low,hdb_age_at_tranc,931,0.8892505153691936,0.8482243411801228,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Nearest_Distance,Hawker_Within_500m,bus_interchange,,,,,,
2139,low,hdb_age_at_tranc,931,0.8890096881307217,0.8469320325695993,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Nearest_Distance,Hawker_Within_500m,mrt_interchange,,,,,,
2140,low,hdb_age_at_tranc,931,0.8926059285871387,0.8578126086278031,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Nearest_Distance,Hawker_Within_500m,pri_sch_affiliation,,,,,,
2141,low,hdb_age_at_tranc,931,0.8893751955305801,0.8499752844373964,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Nearest_Distance,Hawker_Within_500m,sec_sch_nearest_dist,,,,,,
2142,low,hdb_age_at_tranc,931,0.8889679111719997,0.8473052705841723,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Nearest_Distance,Hawker_Within_500m,cutoff_point,,,,,,
2143,low,hdb_age_at_tranc,931,0.8895968605734272,0.8504344785841429,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Nearest_Distance,Hawker_Within_500m,affiliation,,,,,,
2144,low,hdb_age_at_tranc,931,0.8895408831371441,0.8494085704455625,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Nearest_Distance,bus_interchange,mrt_interchange,,,,,,
2145,low,hdb_age_at_tranc,931,0.8911188911480071,0.8530365042022869,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Nearest_Distance,bus_interchange,pri_sch_affiliation,,,,,,
2146,low,hdb_age_at_tranc,931,0.8916229585655742,0.8533473961059381,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Nearest_Distance,bus_interchange,sec_sch_nearest_dist,,,,,,
2147,low,hdb_age_at_tranc,931,0.8901598246116188,0.8487671414392512,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Nearest_Distance,bus_interchange,cutoff_point,,,,,,
2148,low,hdb_age_at_tranc,931,0.8919981363504104,0.8546273483926705,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Nearest_Distance,bus_interchange,affiliation,,,,,,
2149,low,hdb_age_at_tranc,931,0.8897930306038329,0.8519259705910531,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Nearest_Distance,mrt_interchange,pri_sch_affiliation,,,,,,
2150,low,hdb_age_at_tranc,931,0.8894521259090372,0.8467007438174368,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Nearest_Distance,mrt_interchange,sec_sch_nearest_dist,,,,,,
2151,low,hdb_age_at_tranc,931,0.8894257095779419,0.8484226411975005,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Nearest_Distance,mrt_interchange,cutoff_point,,,,,,
2152,low,hdb_age_at_tranc,931,0.8892586692755244,0.8502984398141971,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Nearest_Distance,mrt_interchange,affiliation,,,,,,
2153,low,hdb_age_at_tranc,931,0.8923885105060884,0.8579437544684462,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Nearest_Distance,pri_sch_affiliation,sec_sch_nearest_dist,,,,,,
2154,low,hdb_age_at_tranc,931,0.8937229480953732,0.8615986496553927,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Nearest_Distance,pri_sch_affiliation,cutoff_point,,,,,,
2155,low,hdb_age_at_tranc,931,0.8919855918027381,0.8581948729228281,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Nearest_Distance,pri_sch_affiliation,affiliation,,,,,,
2156,low,hdb_age_at_tranc,931,0.8891587310898743,0.8468792454821665,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Nearest_Distance,sec_sch_nearest_dist,cutoff_point,,,,,,
2157,low,hdb_age_at_tranc,931,0.889157004377289,0.8477203453008141,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Nearest_Distance,sec_sch_nearest_dist,affiliation,,,,,,
2158,low,hdb_age_at_tranc,931,0.8897008715328434,0.8497915879290193,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Nearest_Distance,cutoff_point,affiliation,,,,,,
2159,low,hdb_age_at_tranc,931,0.889522617590056,0.8517761220353348,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Within_500m,bus_interchange,mrt_interchange,,,,,,
2160,low,hdb_age_at_tranc,931,0.8918988051143458,0.8573438522627068,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Within_500m,bus_interchange,pri_sch_affiliation,,,,,,
2161,low,hdb_age_at_tranc,931,0.8913124790545313,0.8533700556561041,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Within_500m,bus_interchange,sec_sch_nearest_dist,,,,,,
2162,low,hdb_age_at_tranc,931,0.8902111362884835,0.8512449301032146,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Within_500m,bus_interchange,cutoff_point,,,,,,
2163,low,hdb_age_at_tranc,931,0.8914182712581002,0.8539987627267424,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Within_500m,bus_interchange,affiliation,,,,,,
2164,low,hdb_age_at_tranc,931,0.8904851196151835,0.8550798301368934,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Within_500m,mrt_interchange,pri_sch_affiliation,,,,,,
2165,low,hdb_age_at_tranc,931,0.890096228886666,0.84998736260862,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Within_500m,mrt_interchange,sec_sch_nearest_dist,,,,,,
2166,low,hdb_age_at_tranc,931,0.8896530513810194,0.8507655508259855,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Within_500m,mrt_interchange,cutoff_point,,,,,,
2167,low,hdb_age_at_tranc,931,0.8915022810498165,0.8556213302873583,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Within_500m,mrt_interchange,affiliation,,,,,,
2168,low,hdb_age_at_tranc,931,0.8936632659433085,0.8626791811276457,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Within_500m,pri_sch_affiliation,sec_sch_nearest_dist,,,,,,
2169,low,hdb_age_at_tranc,931,0.8920537728741138,0.8575772504217071,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Within_500m,pri_sch_affiliation,cutoff_point,,,,,,
2170,low,hdb_age_at_tranc,931,0.8916741191671255,0.8553161252359165,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Within_500m,pri_sch_affiliation,affiliation,,,,,,
2171,low,hdb_age_at_tranc,931,0.8889896497659924,0.848896175476911,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Within_500m,sec_sch_nearest_dist,cutoff_point,,,,,,
2172,low,hdb_age_at_tranc,931,0.8897618338525733,0.8492567778170523,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Within_500m,sec_sch_nearest_dist,affiliation,,,,,,
2173,low,hdb_age_at_tranc,931,0.8894237230880447,0.8520449919349913,Mall_Nearest_Distance,Mall_Within_500m,Hawker_Within_500m,cutoff_point,affiliation,,,,,,
2174,low,hdb_age_at_tranc,931,0.8922018321691398,0.8570384740401674,Mall_Nearest_Distance,Mall_Within_500m,bus_interchange,mrt_interchange,pri_sch_affiliation,,,,,,
2175,low,hdb_age_at_tranc,931,0.889448021054338,0.8468168514483329,Mall_Nearest_Distance,Mall_Within_500m,bus_interchange,mrt_interchange,sec_sch_nearest_dist,,,,,,
2176,low,hdb_age_at_tranc,931,0.8897827656682792,0.8497606792482889,Mall_Nearest_Distance,Mall_Within_500m,bus_interchange,mrt_interchange,cutoff_point,,,,,,
2177,low,hdb_age_at_tranc,931,0.8918732685712406,0.8572021170559693,Mall_Nearest_Distance,Mall_Within_500m,bus_interchange,mrt_interchange,affiliation,,,,,,
2178,low,hdb_age_at_tranc,931,0.8933773319461435,0.8582945152395972,Mall_Nearest_Distance,Mall_Within_500m,bus_interchange,pri_sch_affiliation,sec_sch_nearest_dist,,,,,,
2179,low,hdb_age_at_tranc,931,0.8929236246830101,0.8586701348232118,Mall_Nearest_Distance,Mall_Within_500m,bus_interchange,pri_sch_affiliation,cutoff_point,,,,,,
2180,low,hdb_age_at_tranc,931,0.8922507255468699,0.8560301294986898,Mall_Nearest_Distance,Mall_Within_500m,bus_interchange,pri_sch_affiliation,affiliation,,,,,,
2181,low,hdb_age_at_tranc,931,0.8906134895729121,0.8487347375636702,Mall_Nearest_Distance,Mall_Within_500m,bus_interchange,sec_sch_nearest_dist,cutoff_point,,,,,,
2182,low,hdb_age_at_tranc,931,0.8905979632439556,0.8517487900012608,Mall_Nearest_Distance,Mall_Within_500m,bus_interchange,sec_sch_nearest_dist,affiliation,,,,,,
2183,low,hdb_age_at_tranc,931,0.8891570721505171,0.8483854386410103,Mall_Nearest_Distance,Mall_Within_500m,bus_interchange,cutoff_point,affiliation,,,,,,
