"ConditionName","ConditionSNOMED","PathogenName","PathogenTaxonID","Fatalities","CountryName","CountryISO","Admin1Name","Admin1ISO","Admin2Name","CityName","PeriodStartDate","PeriodEndDate","PartOfCumulativeCountSeries","AgeRange","Subpopulation","PlaceOfAcquisition","DiagnosisCertainty","SourceName","CountValue"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","1990-01-01","1990-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1733"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","1991-01-01","1991-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2179"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","1992-01-01","1992-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2878"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","1993-01-01","1993-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","946"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","1994-01-01","1994-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1239"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","1995-01-01","1995-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2008"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","1996-01-01","1996-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","3128"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","1997-01-01","1997-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","4300"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","1998-01-01","1998-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","5258"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","1999-01-01","1999-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1355"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","2000-01-01","2000-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","673"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","2001-01-01","2001-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2372"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","2002-01-01","2002-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","3945"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","2003-01-01","2003-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","4788"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","2004-01-01","2004-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","9459"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","2005-01-01","2005-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","14209"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","2006-01-01","2006-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","3127"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","2007-01-01","2007-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","8826"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","2008-01-01","2008-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","7031"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","2010-01-01","2010-12-31","0","0-130","None specified","NA","NA","World Health Organization Western Pacific Regional Office Health Information Platform","5364"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","2000-01-01","2000-12-31","0","0-130","None specified","NA","NA","World Health Organization Western Pacific Regional Office website","673"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","2001-01-01","2001-12-31","0","0-130","None specified","NA","NA","World Health Organization Western Pacific Regional Office website","2372"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","2002-01-01","2002-12-31","0","0-130","None specified","NA","NA","World Health Organization Western Pacific Regional Office website","3945"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","2003-01-01","2003-12-31","0","0-130","None specified","NA","NA","World Health Organization Western Pacific Regional Office website","4788"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","2004-01-01","2004-12-31","0","0-130","None specified","NA","NA","World Health Organization Western Pacific Regional Office website","9459"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","2005-01-01","2005-12-31","0","0-130","None specified","NA","NA","World Health Organization Western Pacific Regional Office website","14209"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","2006-01-01","2006-12-31","0","0-130","None specified","NA","NA","World Health Organization Western Pacific Regional Office website","3127"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","2007-01-01","2007-12-31","0","0-130","None specified","NA","NA","World Health Organization Western Pacific Regional Office website","8826"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","2008-01-01","2008-12-31","0","0-130","None specified","NA","NA","World Health Organization Western Pacific Regional Office website","7032"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","NA","NA","NA","NA","2009-01-01","2009-12-31","0","0-130","None specified","NA","NA","World Health Organization Western Pacific Regional Office website","4497"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","1980-01-01","1980-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","1981-01-01","1981-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","0"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","1982-01-01","1982-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","0"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","1983-01-01","1983-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","1984-01-01","1984-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","0"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","1985-01-01","1985-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","3"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","1986-01-01","1986-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","1987-01-01","1987-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","5"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","1988-01-01","1988-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","0"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","1989-01-01","1989-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","1990-01-01","1990-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","1991-01-01","1991-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","7"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","1992-01-01","1992-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","8"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","1993-01-01","1993-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","1994-01-01","1994-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","1995-01-01","1995-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","1996-01-01","1996-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","4"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","1997-01-01","1997-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","6"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","1998-01-01","1998-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","1999-01-01","1999-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","5"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","2000-01-01","2000-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","2001-01-01","2001-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","6"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","2002-01-01","2002-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","6"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","2003-01-01","2003-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","6"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","2004-01-01","2004-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","9"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","2005-01-01","2005-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","27"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","2006-01-01","2006-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","10"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","2007-01-01","2007-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","24"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","2010-01-01","2010-12-31","0","0-130","None specified","NA","NA","World Health Organization Western Pacific Regional Office Health Information Platform","6"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","2000-01-01","2000-12-31","0","0-130","None specified","NA","NA","World Health Organization Western Pacific Regional Office website","2"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","2001-01-01","2001-12-31","0","0-130","None specified","NA","NA","World Health Organization Western Pacific Regional Office website","6"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","2002-01-01","2002-12-31","0","0-130","None specified","NA","NA","World Health Organization Western Pacific Regional Office website","6"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","2003-01-01","2003-12-31","0","0-130","None specified","NA","NA","World Health Organization Western Pacific Regional Office website","6"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","2004-01-01","2004-12-31","0","0-130","None specified","NA","NA","World Health Organization Western Pacific Regional Office website","8"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","2005-01-01","2005-12-31","0","0-130","None specified","NA","NA","World Health Organization Western Pacific Regional Office website","27"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","2006-01-01","2006-12-31","0","0-130","None specified","NA","NA","World Health Organization Western Pacific Regional Office website","378"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","2007-01-01","2007-12-31","0","0-130","None specified","NA","NA","World Health Organization Western Pacific Regional Office website","24"
"Dengue","38362002","Dengue virus","12637","1","SINGAPORE","SG","NA","NA","NA","NA","2009-01-01","2009-12-31","0","0-130","None specified","NA","NA","World Health Organization Western Pacific Regional Office website","8"
