,year,month,day,daily_rainfall_total,highest_30_min_rainfall,highest_60_min_rainfall,highest_120_min_rainfall,mean_temperature,maximum_temperature,minimum_temperature,mean_wind_speed,max_wind_speed
0,1980,1,1,0.0,—,—,—,—,—,—,—,—
1,1980,1,2,0.0,—,—,—,—,—,—,—,—
2,1980,1,3,0.0,—,—,—,—,—,—,—,—
3,1980,1,4,0.0,—,—,—,—,—,—,—,—
4,1980,1,5,8.0,—,—,—,—,—,—,—,—
5,1980,1,6,9.1,—,—,—,—,—,—,—,—
6,1980,1,7,7.9,—,—,—,—,—,—,—,—
7,1980,1,8,0.0,—,—,—,—,—,—,—,—
8,1980,1,9,0.0,—,—,—,—,—,—,—,—
9,1980,1,10,0.0,—,—,—,—,—,—,—,—
10,1980,1,11,0.0,—,—,—,—,—,—,—,—
11,1980,1,12,0.0,—,—,—,—,—,—,—,—
12,1980,1,13,0.0,—,—,—,—,—,—,—,—
13,1980,1,14,0.0,—,—,—,—,—,—,—,—
14,1980,1,15,0.0,—,—,—,—,—,—,—,—
15,1980,1,16,0.0,—,—,—,—,—,—,—,—
16,1980,1,17,0.0,—,—,—,—,—,—,—,—
17,1980,1,18,2.4,—,—,—,—,—,—,—,—
18,1980,1,19,153.3,—,—,—,—,—,—,—,—
19,1980,1,20,119.8,—,—,—,—,—,—,—,—
20,1980,1,21,0.5,—,—,—,—,—,—,—,—
21,1980,1,22,0.0,—,—,—,—,—,—,—,—
22,1980,1,23,0.0,—,—,—,—,—,—,—,—
23,1980,1,24,0.0,—,—,—,—,—,—,—,—
24,1980,1,25,0.0,—,—,—,—,—,—,—,—
25,1980,1,26,4.6,—,—,—,—,—,—,—,—
26,1980,1,27,0.0,—,—,—,—,—,—,—,—
27,1980,1,28,0.0,—,—,—,—,—,—,—,—
28,1980,1,29,0.0,—,—,—,—,—,—,—,—
29,1980,1,30,0.0,—,—,—,—,—,—,—,—
30,1980,1,31,0.5,—,—,—,—,—,—,—,—
31,1980,2,1,39.4,—,—,—,—,—,—,—,—
32,1980,2,2,0.0,—,—,—,—,—,—,—,—
33,1980,2,3,10.6,—,—,—,—,—,—,—,—
34,1980,2,4,0.0,—,—,—,—,—,—,—,—
35,1980,2,5,8.0,—,—,—,—,—,—,—,—
36,1980,2,6,0.0,—,—,—,—,—,—,—,—
37,1980,2,7,0.0,—,—,—,—,—,—,—,—
38,1980,2,8,0.0,—,—,—,—,—,—,—,—
39,1980,2,9,0.0,—,—,—,—,—,—,—,—
40,1980,2,10,0.0,—,—,—,—,—,—,—,—
41,1980,2,11,0.6,—,—,—,—,—,—,—,—
42,1980,2,12,0.0,—,—,—,—,—,—,—,—
43,1980,2,13,0.0,—,—,—,—,—,—,—,—
44,1980,2,14,0.0,—,—,—,—,—,—,—,—
45,1980,2,15,0.0,—,—,—,—,—,—,—,—
46,1980,2,16,0.0,—,—,—,—,—,—,—,—
47,1980,2,17,0.0,—,—,—,—,—,—,—,—
48,1980,2,18,1.4,—,—,—,—,—,—,—,—
49,1980,2,19,0.2,—,—,—,—,—,—,—,—
50,1980,2,20,2.3,—,—,—,—,—,—,—,—
51,1980,2,21,0.0,—,—,—,—,—,—,—,—
52,1980,2,22,0.4,—,—,—,—,—,—,—,—
53,1980,2,23,0.0,—,—,—,—,—,—,—,—
54,1980,2,24,1.3,—,—,—,—,—,—,—,—
55,1980,2,25,8.8,—,—,—,—,—,—,—,—
56,1980,2,26,0.0,—,—,—,—,—,—,—,—
57,1980,2,27,3.3,—,—,—,—,—,—,—,—
58,1980,2,28,1.7,—,—,—,—,—,—,—,—
59,1980,2,29,0.0,—,—,—,—,—,—,—,—
60,1980,3,1,0.0,—,—,—,—,—,—,—,—
61,1980,3,2,0.3,—,—,—,—,—,—,—,—
62,1980,3,3,0.3,—,—,—,—,—,—,—,—
63,1980,3,4,0.0,—,—,—,—,—,—,—,—
64,1980,3,5,0.0,—,—,—,—,—,—,—,—
65,1980,3,6,0.0,—,—,—,—,—,—,—,—
66,1980,3,7,0.1,—,—,—,—,—,—,—,—
67,1980,3,8,1.0,—,—,—,—,—,—,—,—
68,1980,3,9,0.5,—,—,—,—,—,—,—,—
69,1980,3,10,0.1,—,—,—,—,—,—,—,—
70,1980,3,11,0.0,—,—,—,—,—,—,—,—
71,1980,3,12,0.0,—,—,—,—,—,—,—,—
72,1980,3,13,0.0,—,—,—,—,—,—,—,—
73,1980,3,14,0.7,—,—,—,—,—,—,—,—
74,1980,3,15,0.0,—,—,—,—,—,—,—,—
75,1980,3,16,10.6,—,—,—,—,—,—,—,—
76,1980,3,17,3.8,—,—,—,—,—,—,—,—
77,1980,3,18,37.2,—,—,—,—,—,—,—,—
78,1980,3,19,1.9,—,—,—,—,—,—,—,—
79,1980,3,20,0.0,—,—,—,—,—,—,—,—
80,1980,3,21,1.4,—,—,—,—,—,—,—,—
81,1980,3,22,0.0,—,—,—,—,—,—,—,—
82,1980,3,23,0.0,—,—,—,—,—,—,—,—
83,1980,3,24,0.0,—,—,—,—,—,—,—,—
84,1980,3,25,0.0,—,—,—,—,—,—,—,—
85,1980,3,26,0.0,—,—,—,—,—,—,—,—
86,1980,3,27,0.0,—,—,—,—,—,—,—,—
87,1980,3,28,0.0,—,—,—,—,—,—,—,—
88,1980,3,29,3.8,—,—,—,—,—,—,—,—
89,1980,3,30,2.0,—,—,—,—,—,—,—,—
90,1980,3,31,0.0,—,—,—,—,—,—,—,—
91,1980,4,1,0.0,—,—,—,—,—,—,—,—
92,1980,4,2,71.2,—,—,—,—,—,—,—,—
93,1980,4,3,3.6,—,—,—,—,—,—,—,—
94,1980,4,4,0.4,—,—,—,—,—,—,—,—
95,1980,4,5,0.0,—,—,—,—,—,—,—,—
96,1980,4,6,0.0,—,—,—,—,—,—,—,—
97,1980,4,7,0.0,—,—,—,—,—,—,—,—
98,1980,4,8,0.0,—,—,—,—,—,—,—,—
99,1980,4,9,0.0,—,—,—,—,—,—,—,—
100,1980,4,10,13.8,—,—,—,—,—,—,—,—
101,1980,4,11,0.5,—,—,—,—,—,—,—,—
102,1980,4,12,0.0,—,—,—,—,—,—,—,—
103,1980,4,13,0.5,—,—,—,—,—,—,—,—
104,1980,4,14,3.1,—,—,—,—,—,—,—,—
105,1980,4,15,67.4,—,—,—,—,—,—,—,—
106,1980,4,16,4.0,—,—,—,—,—,—,—,—
107,1980,4,17,13.5,—,—,—,—,—,—,—,—
108,1980,4,18,10.1,—,—,—,—,—,—,—,—
109,1980,4,19,7.0,—,—,—,—,—,—,—,—
110,1980,4,20,12.8,—,—,—,—,—,—,—,—
111,1980,4,21,2.0,—,—,—,—,—,—,—,—
112,1980,4,22,0.0,—,—,—,—,—,—,—,—
113,1980,4,23,0.0,—,—,—,—,—,—,—,—
114,1980,4,24,0.8,—,—,—,—,—,—,—,—
115,1980,4,25,1.8,—,—,—,—,—,—,—,—
116,1980,4,26,3.3,—,—,—,—,—,—,—,—
117,1980,4,27,3.1,—,—,—,—,—,—,—,—
118,1980,4,28,7.4,—,—,—,—,—,—,—,—
119,1980,4,29,0.0,—,—,—,—,—,—,—,—
120,1980,4,30,0.0,—,—,—,—,—,—,—,—
121,1980,5,1,0.0,—,—,—,—,—,—,—,—
122,1980,5,2,2.3,—,—,—,—,—,—,—,—
123,1980,5,3,0.6,—,—,—,—,—,—,—,—
124,1980,5,4,8.0,—,—,—,—,—,—,—,—
125,1980,5,5,41.7,—,—,—,—,—,—,—,—
126,1980,5,6,11.2,—,—,—,—,—,—,—,—
127,1980,5,7,3.4,—,—,—,—,—,—,—,—
128,1980,5,8,0.0,—,—,—,—,—,—,—,—
129,1980,5,9,59.8,—,—,—,—,—,—,—,—
130,1980,5,10,0.0,—,—,—,—,—,—,—,—
131,1980,5,11,12.6,—,—,—,—,—,—,—,—
132,1980,5,12,0.0,—,—,—,—,—,—,—,—
133,1980,5,13,0.0,—,—,—,—,—,—,—,—
134,1980,5,14,0.0,—,—,—,—,—,—,—,—
135,1980,5,15,0.0,—,—,—,—,—,—,—,—
136,1980,5,16,0.0,—,—,—,—,—,—,—,—
137,1980,5,17,0.0,—,—,—,—,—,—,—,—
138,1980,5,18,0.0,—,—,—,—,—,—,—,—
139,1980,5,19,7.6,—,—,—,—,—,—,—,—
140,1980,5,20,0.0,—,—,—,—,—,—,—,—
141,1980,5,21,0.0,—,—,—,—,—,—,—,—
142,1980,5,22,0.0,—,—,—,—,—,—,—,—
143,1980,5,23,0.0,—,—,—,—,—,—,—,—
144,1980,5,24,0.0,—,—,—,—,—,—,—,—
145,1980,5,25,0.0,—,—,—,—,—,—,—,—
146,1980,5,26,1.6,—,—,—,—,—,—,—,—
147,1980,5,27,0.2,—,—,—,—,—,—,—,—
148,1980,5,28,2.6,—,—,—,—,—,—,—,—
149,1980,5,29,0.0,—,—,—,—,—,—,—,—
150,1980,5,30,0.0,—,—,—,—,—,—,—,—
151,1980,5,31,0.0,—,—,—,—,—,—,—,—
152,1980,6,1,0.0,—,—,—,—,—,—,—,—
153,1980,6,2,0.1,—,—,—,—,—,—,—,—
154,1980,6,3,8.4,—,—,—,—,—,—,—,—
155,1980,6,4,0.0,—,—,—,—,—,—,—,—
156,1980,6,5,51.0,—,—,—,—,—,—,—,—
157,1980,6,6,23.8,—,—,—,—,—,—,—,—
158,1980,6,7,2.8,—,—,—,—,—,—,—,—
159,1980,6,8,0.0,—,—,—,—,—,—,—,—
160,1980,6,9,0.0,—,—,—,—,—,—,—,—
161,1980,6,10,0.0,—,—,—,—,—,—,—,—
162,1980,6,11,3.2,—,—,—,—,—,—,—,—
163,1980,6,12,0.0,—,—,—,—,—,—,—,—
164,1980,6,13,2.0,—,—,—,—,—,—,—,—
165,1980,6,14,8.0,—,—,—,—,—,—,—,—
166,1980,6,15,3.4,—,—,—,—,—,—,—,—
167,1980,6,16,0.3,—,—,—,—,—,—,—,—
168,1980,6,17,0.8,—,—,—,—,—,—,—,—
169,1980,6,18,0.0,—,—,—,—,—,—,—,—
170,1980,6,19,0.0,—,—,—,—,—,—,—,—
171,1980,6,20,0.0,—,—,—,—,—,—,—,—
172,1980,6,21,0.0,—,—,—,—,—,—,—,—
173,1980,6,22,0.3,—,—,—,—,—,—,—,—
174,1980,6,23,13.0,—,—,—,—,—,—,—,—
175,1980,6,24,44.3,—,—,—,—,—,—,—,—
176,1980,6,25,5.4,—,—,—,—,—,—,—,—
177,1980,6,26,0.0,—,—,—,—,—,—,—,—
178,1980,6,27,0.2,—,—,—,—,—,—,—,—
179,1980,6,28,0.0,—,—,—,—,—,—,—,—
180,1980,6,29,0.0,—,—,—,—,—,—,—,—
181,1980,6,30,0.0,—,—,—,—,—,—,—,—
182,1980,7,1,0.0,—,—,—,—,—,—,—,—
183,1980,7,2,20.6,—,—,—,—,—,—,—,—
184,1980,7,3,0.0,—,—,—,—,—,—,—,—
185,1980,7,4,0.0,—,—,—,—,—,—,—,—
186,1980,7,5,0.0,—,—,—,—,—,—,—,—
187,1980,7,6,0.0,—,—,—,—,—,—,—,—
188,1980,7,7,0.0,—,—,—,—,—,—,—,—
189,1980,7,8,0.0,—,—,—,—,—,—,—,—
190,1980,7,9,0.1,—,—,—,—,—,—,—,—
191,1980,7,10,0.0,—,—,—,—,—,—,—,—
192,1980,7,11,0.0,—,—,—,—,—,—,—,—
193,1980,7,12,0.0,—,—,—,—,—,—,—,—
194,1980,7,13,0.0,—,—,—,—,—,—,—,—
195,1980,7,14,10.1,—,—,—,—,—,—,—,—
196,1980,7,15,0.0,—,—,—,—,—,—,—,—
197,1980,7,16,0.0,—,—,—,—,—,—,—,—
198,1980,7,17,1.4,—,—,—,—,—,—,—,—
199,1980,7,18,1.9,—,—,—,—,—,—,—,—
200,1980,7,19,12.4,—,—,—,—,—,—,—,—
201,1980,7,20,9.9,—,—,—,—,—,—,—,—
202,1980,7,21,3.5,—,—,—,—,—,—,—,—
203,1980,7,22,0.0,—,—,—,—,—,—,—,—
204,1980,7,23,10.0,—,—,—,—,—,—,—,—
205,1980,7,24,0.0,—,—,—,—,—,—,—,—
206,1980,7,25,3.9,—,—,—,—,—,—,—,—
207,1980,7,26,0.0,—,—,—,—,—,—,—,—
208,1980,7,27,17.9,—,—,—,—,—,—,—,—
209,1980,7,28,0.1,—,—,—,—,—,—,—,—
210,1980,7,29,0.0,—,—,—,—,—,—,—,—
211,1980,7,30,0.0,—,—,—,—,—,—,—,—
212,1980,7,31,0.0,—,—,—,—,—,—,—,—
213,1980,8,1,0.0,—,—,—,—,—,—,—,—
214,1980,8,2,8.4,—,—,—,—,—,—,—,—
215,1980,8,3,0.1,—,—,—,—,—,—,—,—
216,1980,8,4,13.5,—,—,—,—,—,—,—,—
217,1980,8,5,0.0,—,—,—,—,—,—,—,—
218,1980,8,6,1.9,—,—,—,—,—,—,—,—
219,1980,8,7,4.4,—,—,—,—,—,—,—,—
220,1980,8,8,0.0,—,—,—,—,—,—,—,—
221,1980,8,9,17.4,—,—,—,—,—,—,—,—
222,1980,8,10,0.7,—,—,—,—,—,—,—,—
223,1980,8,11,1.9,—,—,—,—,—,—,—,—
224,1980,8,12,58.3,—,—,—,—,—,—,—,—
225,1980,8,13,1.3,—,—,—,—,—,—,—,—
226,1980,8,14,2.1,—,—,—,—,—,—,—,—
227,1980,8,15,0.0,—,—,—,—,—,—,—,—
228,1980,8,16,43.5,—,—,—,—,—,—,—,—
229,1980,8,17,9.3,—,—,—,—,—,—,—,—
230,1980,8,18,0.0,—,—,—,—,—,—,—,—
231,1980,8,19,0.2,—,—,—,—,—,—,—,—
232,1980,8,20,4.9,—,—,—,—,—,—,—,—
233,1980,8,21,5.6,—,—,—,—,—,—,—,—
234,1980,8,22,0.0,—,—,—,—,—,—,—,—
235,1980,8,23,0.2,—,—,—,—,—,—,—,—
236,1980,8,24,0.0,—,—,—,—,—,—,—,—
237,1980,8,25,0.0,—,—,—,—,—,—,—,—
238,1980,8,26,0.0,—,—,—,—,—,—,—,—
239,1980,8,27,0.0,—,—,—,—,—,—,—,—
240,1980,8,28,2.0,—,—,—,—,—,—,—,—
241,1980,8,29,35.2,—,—,—,—,—,—,—,—
242,1980,8,30,8.1,—,—,—,—,—,—,—,—
243,1980,8,31,0.0,—,—,—,—,—,—,—,—
244,1980,9,1,0.0,—,—,—,—,—,—,—,—
245,1980,9,2,0.8,—,—,—,—,—,—,—,—
246,1980,9,3,10.5,—,—,—,—,—,—,—,—
247,1980,9,4,1.5,—,—,—,—,—,—,—,—
248,1980,9,5,2.8,—,—,—,—,—,—,—,—
249,1980,9,6,0.0,—,—,—,—,—,—,—,—
250,1980,9,7,15.3,—,—,—,—,—,—,—,—
251,1980,9,8,0.0,—,—,—,—,—,—,—,—
252,1980,9,9,3.3,—,—,—,—,—,—,—,—
253,1980,9,10,2.9,—,—,—,—,—,—,—,—
254,1980,9,11,0.0,—,—,—,—,—,—,—,—
255,1980,9,12,3.0,—,—,—,—,—,—,—,—
256,1980,9,13,0.0,—,—,—,—,—,—,—,—
257,1980,9,14,0.0,—,—,—,—,—,—,—,—
258,1980,9,15,33.8,—,—,—,—,—,—,—,—
259,1980,9,16,0.0,—,—,—,—,—,—,—,—
260,1980,9,17,0.0,—,—,—,—,—,—,—,—
261,1980,9,18,5.8,—,—,—,—,—,—,—,—
262,1980,9,19,12.4,—,—,—,—,—,—,—,—
263,1980,9,20,0.0,—,—,—,—,—,—,—,—
264,1980,9,21,3.2,—,—,—,—,—,—,—,—
265,1980,9,22,8.1,—,—,—,—,—,—,—,—
266,1980,9,23,13.4,—,—,—,—,—,—,—,—
267,1980,9,24,0.0,—,—,—,—,—,—,—,—
268,1980,9,25,0.0,—,—,—,—,—,—,—,—
269,1980,9,26,15.3,—,—,—,—,—,—,—,—
270,1980,9,27,39.2,—,—,—,—,—,—,—,—
271,1980,9,28,7.6,—,—,—,—,—,—,—,—
272,1980,9,29,1.8,—,—,—,—,—,—,—,—
273,1980,9,30,0.0,—,—,—,—,—,—,—,—
274,1980,10,1,0.0,—,—,—,—,—,—,—,—
275,1980,10,2,0.6,—,—,—,—,—,—,—,—
276,1980,10,3,52.2,—,—,—,—,—,—,—,—
277,1980,10,4,23.5,—,—,—,—,—,—,—,—
278,1980,10,5,0.0,—,—,—,—,—,—,—,—
279,1980,10,6,0.0,—,—,—,—,—,—,—,—
280,1980,10,7,0.0,—,—,—,—,—,—,—,—
281,1980,10,8,0.1,—,—,—,—,—,—,—,—
282,1980,10,9,14.9,—,—,—,—,—,—,—,—
283,1980,10,10,0.0,—,—,—,—,—,—,—,—
284,1980,10,11,0.0,—,—,—,—,—,—,—,—
285,1980,10,12,1.2,—,—,—,—,—,—,—,—
286,1980,10,13,0.0,—,—,—,—,—,—,—,—
287,1980,10,14,1.6,—,—,—,—,—,—,—,—
288,1980,10,15,7.3,—,—,—,—,—,—,—,—
289,1980,10,16,116.5,—,—,—,—,—,—,—,—
290,1980,10,17,35.1,—,—,—,—,—,—,—,—
291,1980,10,18,0.0,—,—,—,—,—,—,—,—
292,1980,10,19,3.4,—,—,—,—,—,—,—,—
293,1980,10,20,61.8,—,—,—,—,—,—,—,—
294,1980,10,21,0.5,—,—,—,—,—,—,—,—
295,1980,10,22,0.0,—,—,—,—,—,—,—,—
296,1980,10,23,0.0,—,—,—,—,—,—,—,—
297,1980,10,24,0.0,—,—,—,—,—,—,—,—
298,1980,10,25,24.2,—,—,—,—,—,—,—,—
299,1980,10,26,19.8,—,—,—,—,—,—,—,—
300,1980,10,27,23.4,—,—,—,—,—,—,—,—
301,1980,10,28,32.7,—,—,—,—,—,—,—,—
302,1980,10,29,23.2,—,—,—,—,—,—,—,—
303,1980,10,30,0.7,—,—,—,—,—,—,—,—
304,1980,10,31,0.0,—,—,—,—,—,—,—,—
305,1980,11,1,0.6,—,—,—,—,—,—,—,—
306,1980,11,2,24.8,—,—,—,—,—,—,—,—
307,1980,11,3,20.1,—,—,—,—,—,—,—,—
308,1980,11,4,0.0,—,—,—,—,—,—,—,—
309,1980,11,5,5.7,—,—,—,—,—,—,—,—
310,1980,11,6,0.5,—,—,—,—,—,—,—,—
311,1980,11,7,0.0,—,—,—,—,—,—,—,—
312,1980,11,8,2.2,—,—,—,—,—,—,—,—
313,1980,11,9,47.3,—,—,—,—,—,—,—,—
314,1980,11,10,1.3,—,—,—,—,—,—,—,—
315,1980,11,11,0.0,—,—,—,—,—,—,—,—
316,1980,11,12,0.0,—,—,—,—,—,—,—,—
317,1980,11,13,0.1,—,—,—,—,—,—,—,—
318,1980,11,14,4.1,—,—,—,—,—,—,—,—
319,1980,11,15,0.3,—,—,—,—,—,—,—,—
320,1980,11,16,0.0,—,—,—,—,—,—,—,—
321,1980,11,17,0.0,—,—,—,—,—,—,—,—
322,1980,11,18,0.6,—,—,—,—,—,—,—,—
323,1980,11,19,1.9,—,—,—,—,—,—,—,—
324,1980,11,20,21.2,—,—,—,—,—,—,—,—
325,1980,11,21,1.1,—,—,—,—,—,—,—,—
326,1980,11,22,6.6,—,—,—,—,—,—,—,—
327,1980,11,23,7.4,—,—,—,—,—,—,—,—
328,1980,11,24,0.4,—,—,—,—,—,—,—,—
329,1980,11,25,0.5,—,—,—,—,—,—,—,—
330,1980,11,26,0.3,—,—,—,—,—,—,—,—
331,1980,11,27,0.0,—,—,—,—,—,—,—,—
332,1980,11,28,9.3,—,—,—,—,—,—,—,—
333,1980,11,29,22.1,—,—,—,—,—,—,—,—
334,1980,11,30,0.6,—,—,—,—,—,—,—,—
335,1980,12,1,6.2,—,—,—,—,—,—,—,—
336,1980,12,2,12.3,—,—,—,—,—,—,—,—
337,1980,12,3,0.1,—,—,—,—,—,—,—,—
338,1980,12,4,11.9,—,—,—,—,—,—,—,—
339,1980,12,5,1.5,—,—,—,—,—,—,—,—
340,1980,12,6,1.7,—,—,—,—,—,—,—,—
341,1980,12,7,4.1,—,—,—,—,—,—,—,—
342,1980,12,8,0.4,—,—,—,—,—,—,—,—
343,1980,12,9,0.0,—,—,—,—,—,—,—,—
344,1980,12,10,0.4,—,—,—,—,—,—,—,—
345,1980,12,11,15.1,—,—,—,—,—,—,—,—
346,1980,12,12,3.2,—,—,—,—,—,—,—,—
347,1980,12,13,0.0,—,—,—,—,—,—,—,—
348,1980,12,14,0.0,—,—,—,—,—,—,—,—
349,1980,12,15,43.5,—,—,—,—,—,—,—,—
350,1980,12,16,0.4,—,—,—,—,—,—,—,—
351,1980,12,17,24.8,—,—,—,—,—,—,—,—
352,1980,12,18,3.4,—,—,—,—,—,—,—,—
353,1980,12,19,4.4,—,—,—,—,—,—,—,—
354,1980,12,20,0.0,—,—,—,—,—,—,—,—
355,1980,12,21,0.0,—,—,—,—,—,—,—,—
356,1980,12,22,1.6,—,—,—,—,—,—,—,—
357,1980,12,23,0.0,—,—,—,—,—,—,—,—
358,1980,12,24,0.5,—,—,—,—,—,—,—,—
359,1980,12,25,16.8,—,—,—,—,—,—,—,—
360,1980,12,26,0.0,—,—,—,—,—,—,—,—
361,1980,12,27,0.0,—,—,—,—,—,—,—,—
362,1980,12,28,7.3,—,—,—,—,—,—,—,—
363,1980,12,29,21.4,—,—,—,—,—,—,—,—
364,1980,12,30,61.5,—,—,—,—,—,—,—,—
365,1980,12,31,4.5,—,—,—,—,—,—,—,—
366,1981,1,1,0.0,—,—,—,—,—,—,—,—
367,1981,1,2,0.0,—,—,—,—,—,—,—,—
368,1981,1,3,0.0,—,—,—,—,—,—,—,—
369,1981,1,4,0.0,—,—,—,—,—,—,—,—
370,1981,1,5,0.0,—,—,—,—,—,—,—,—
371,1981,1,6,0.3,—,—,—,—,—,—,—,—
372,1981,1,7,51.4,—,—,—,—,—,—,—,—
373,1981,1,8,0.0,—,—,—,—,—,—,—,—
374,1981,1,9,4.4,—,—,—,—,—,—,—,—
375,1981,1,10,0.0,—,—,—,—,—,—,—,—
376,1981,1,11,0.0,—,—,—,—,—,—,—,—
377,1981,1,12,0.0,—,—,—,—,—,—,—,—
378,1981,1,13,0.0,—,—,—,—,—,—,—,—
379,1981,1,14,0.1,—,—,—,—,—,—,—,—
380,1981,1,15,0.0,—,—,—,—,—,—,—,—
381,1981,1,16,0.0,—,—,—,—,—,—,—,—
382,1981,1,17,0.4,—,—,—,—,—,—,—,—
383,1981,1,18,0.0,—,—,—,—,—,—,—,—
384,1981,1,19,0.0,—,—,—,—,—,—,—,—
385,1981,1,20,0.0,—,—,—,—,—,—,—,—
386,1981,1,21,0.0,—,—,—,—,—,—,—,—
387,1981,1,22,0.0,—,—,—,—,—,—,—,—
388,1981,1,23,0.0,—,—,—,—,—,—,—,—
389,1981,1,24,0.0,—,—,—,—,—,—,—,—
390,1981,1,25,0.0,—,—,—,—,—,—,—,—
391,1981,1,26,0.0,—,—,—,—,—,—,—,—
392,1981,1,27,0.0,—,—,—,—,—,—,—,—
393,1981,1,28,0.0,—,—,—,—,—,—,—,—
394,1981,1,29,0.6,—,—,—,—,—,—,—,—
395,1981,1,30,0.0,—,—,—,—,—,—,—,—
396,1981,1,31,0.0,—,—,—,—,—,—,—,—
397,1981,2,1,0.0,—,—,—,—,—,—,—,—
398,1981,2,2,23.6,—,—,—,—,—,—,—,—
399,1981,2,3,4.7,—,—,—,—,—,—,—,—
400,1981,2,4,0.0,—,—,—,—,—,—,—,—
401,1981,2,5,0.0,—,—,—,—,—,—,—,—
402,1981,2,6,0.0,—,—,—,—,—,—,—,—
403,1981,2,7,0.0,—,—,—,—,—,—,—,—
404,1981,2,8,0.0,—,—,—,—,—,—,—,—
405,1981,2,9,0.0,—,—,—,—,—,—,—,—
406,1981,2,10,0.0,—,—,—,—,—,—,—,—
407,1981,2,11,4.3,—,—,—,—,—,—,—,—
408,1981,2,12,0.0,—,—,—,—,—,—,—,—
409,1981,2,13,0.0,—,—,—,—,—,—,—,—
410,1981,2,14,39.4,—,—,—,—,—,—,—,—
411,1981,2,15,0.0,—,—,—,—,—,—,—,—
412,1981,2,16,0.0,—,—,—,—,—,—,—,—
413,1981,2,17,8.7,—,—,—,—,—,—,—,—
414,1981,2,18,0.0,—,—,—,—,—,—,—,—
415,1981,2,19,0.0,—,—,—,—,—,—,—,—
416,1981,2,20,0.0,—,—,—,—,—,—,—,—
417,1981,2,21,0.0,—,—,—,—,—,—,—,—
418,1981,2,22,0.0,—,—,—,—,—,—,—,—
419,1981,2,23,0.0,—,—,—,—,—,—,—,—
420,1981,2,24,0.0,—,—,—,—,—,—,—,—
421,1981,2,25,56.6,—,—,—,—,—,—,—,—
422,1981,2,26,0.3,—,—,—,—,—,—,—,—
423,1981,2,27,37.9,—,—,—,—,—,—,—,—
424,1981,2,28,4.7,—,—,—,—,—,—,—,—
425,1981,3,1,0.0,—,—,—,—,—,—,—,—
426,1981,3,2,0.0,—,—,—,—,—,—,—,—
427,1981,3,3,0.0,—,—,—,—,—,—,—,—
428,1981,3,4,52.1,—,—,—,—,—,—,—,—
429,1981,3,5,0.0,—,—,—,—,—,—,—,—
430,1981,3,6,0.0,—,—,—,—,—,—,—,—
431,1981,3,7,0.0,—,—,—,—,—,—,—,—
432,1981,3,8,0.0,—,—,—,—,—,—,—,—
433,1981,3,9,0.0,—,—,—,—,—,—,—,—
434,1981,3,10,0.0,—,—,—,—,—,—,—,—
435,1981,3,11,0.0,—,—,—,—,—,—,—,—
436,1981,3,12,0.0,—,—,—,—,—,—,—,—
437,1981,3,13,0.0,—,—,—,—,—,—,—,—
438,1981,3,14,0.0,—,—,—,—,—,—,—,—
439,1981,3,15,0.0,—,—,—,—,—,—,—,—
440,1981,3,16,0.0,—,—,—,—,—,—,—,—
441,1981,3,17,0.0,—,—,—,—,—,—,—,—
442,1981,3,18,0.0,—,—,—,—,—,—,—,—
443,1981,3,19,0.0,—,—,—,—,—,—,—,—
444,1981,3,20,0.0,—,—,—,—,—,—,—,—
445,1981,3,21,34.9,—,—,—,—,—,—,—,—
446,1981,3,22,1.0,—,—,—,—,—,—,—,—
447,1981,3,23,0.6,—,—,—,—,—,—,—,—
448,1981,3,24,0.4,—,—,—,—,—,—,—,—
449,1981,3,25,0.0,—,—,—,—,—,—,—,—
450,1981,3,26,0.0,—,—,—,—,—,—,—,—
451,1981,3,27,5.3,—,—,—,—,—,—,—,—
452,1981,3,28,3.8,—,—,—,—,—,—,—,—
453,1981,3,29,1.2,—,—,—,—,—,—,—,—
454,1981,3,30,3.8,—,—,—,—,—,—,—,—
455,1981,3,31,0.0,—,—,—,—,—,—,—,—
456,1981,4,1,0.0,—,—,—,—,—,—,—,—
457,1981,4,2,3.7,—,—,—,—,—,—,—,—
458,1981,4,3,0.2,—,—,—,—,—,—,—,—
459,1981,4,4,0.0,—,—,—,—,—,—,—,—
460,1981,4,5,1.9,—,—,—,—,—,—,—,—
461,1981,4,6,9.9,—,—,—,—,—,—,—,—
462,1981,4,7,0.0,—,—,—,—,—,—,—,—
463,1981,4,8,21.3,—,—,—,—,—,—,—,—
464,1981,4,9,3.5,—,—,—,—,—,—,—,—
465,1981,4,10,7.9,—,—,—,—,—,—,—,—
466,1981,4,11,7.1,—,—,—,—,—,—,—,—
467,1981,4,12,1.7,—,—,—,—,—,—,—,—
468,1981,4,13,0.0,—,—,—,—,—,—,—,—
469,1981,4,14,4.9,—,—,—,—,—,—,—,—
470,1981,4,15,5.1,—,—,—,—,—,—,—,—
471,1981,4,16,0.3,—,—,—,—,—,—,—,—
472,1981,4,17,0.0,—,—,—,—,—,—,—,—
473,1981,4,18,16.6,—,—,—,—,—,—,—,—
474,1981,4,19,0.0,—,—,—,—,—,—,—,—
475,1981,4,20,0.0,—,—,—,—,—,—,—,—
476,1981,4,21,3.7,—,—,—,—,—,—,—,—
477,1981,4,22,0.2,—,—,—,—,—,—,—,—
478,1981,4,23,0.2,—,—,—,—,—,—,—,—
