,year,month,day,daily_rainfall_total,highest_30_min_rainfall,highest_60_min_rainfall,highest_120_min_rainfall,mean_temperature,maximum_temperature,minimum_temperature,mean_wind_speed,max_wind_speed
5062,1993,11,10,20.0,—,—,—,26.8,32.5,23.8,3.8,35.3
5063,1993,11,11,0.0,—,—,—,27.0,32.2,24.1,2.9,31.0
5064,1993,11,12,0.0,—,—,—,26.9,28.9,24.8,2.6,24.8
5065,1993,11,13,0.3,—,—,—,27.3,29.8,25.0,2.9,24.1
5066,1993,11,14,34.0,—,—,—,25.7,30.1,23.5,3.3,29.2
5067,1993,11,15,61.3,—,—,—,25.7,31.7,22.7,4.1,76.0
5068,1993,11,16,0.2,—,—,—,26.4,30.5,23.9,2.2,26.3
5069,1993,11,17,0.1,—,—,—,26.7,30.9,24.5,3.5,33.1
5070,1993,11,18,0.0,—,—,—,27.7,32.1,24.6,2.8,24.1
5071,1993,11,19,0.0,—,—,—,27.4,31.7,24.7,4.3,31.0
5072,1993,11,20,10.0,—,—,—,27.0,29.7,25.0,4.0,34.2
5073,1993,11,21,0.5,—,—,—,27.4,31.5,24.9,2.2,28.8
5074,1993,11,22,0.0,—,—,—,27.7,31.5,24.5,4.7,33.1
5075,1993,11,23,0.0,—,—,—,27.5,31.5,24.5,2.8,41.4
5076,1993,11,24,0.2,—,—,—,27.1,30.1,24.4,3.3,38.5
5077,1993,11,25,4.9,—,—,—,25.5,28.0,23.5,2.6,44.6
5078,1993,11,26,0.0,—,—,—,27.1,31.5,24.0,4.3,35.3
5079,1993,11,27,7.7,—,—,—,26.7,30.9,24.9,3.3,37.8
5080,1993,11,28,29.4,—,—,—,27.0,29.6,24.4,6.5,36.0
5081,1993,11,29,4.6,—,—,—,26.7,31.4,22.9,5.2,37.4
5082,1993,11,30,0.3,—,—,—,26.9,32.3,24.4,2.7,23.4
5083,1993,12,1,6.0,—,—,—,25.4,30.5,23.5,2.6,35.3
5084,1993,12,2,7.9,—,—,—,26.5,31.2,23.4,3.3,27.0
5085,1993,12,3,2.8,—,—,—,27.2,30.8,24.4,4.1,32.4
5086,1993,12,4,22.2,—,—,—,27.6,31.0,24.4,3.5,27.7
5087,1993,12,5,3.5,—,—,—,26.1,31.1,24.6,2.5,25.6
5088,1993,12,6,25.8,—,—,—,27.3,31.2,24.0,4.0,28.8
5089,1993,12,7,0.0,—,—,—,27.0,30.8,23.7,6.6,41.0
5090,1993,12,8,67.6,—,—,—,26.1,31.5,23.3,5.0,41.4
5091,1993,12,9,0.1,—,—,—,26.0,30.6,22.4,3.1,48.6
5092,1993,12,10,8.7,—,—,—,27.2,31.7,24.9,5.0,29.5
5093,1993,12,11,0.0,—,—,—,26.6,29.7,23.0,3.3,40.3
5094,1993,12,12,30.8,—,—,—,26.9,32.9,23.0,5.5,47.2
5095,1993,12,13,27.8,—,—,—,26.2,32.3,23.9,3.4,40.7
5096,1993,12,14,1.4,—,—,—,27.4,31.3,24.8,5.5,32.0
5097,1993,12,15,3.1,—,—,—,27.7,32.8,24.5,4.3,28.4
5098,1993,12,16,0.0,—,—,—,27.8,32.0,23.6,7.2,30.6
5099,1993,12,17,0.0,—,—,—,27.1,31.2,24.5,6.3,31.3
5100,1993,12,18,2.3,—,—,—,26.1,28.6,24.5,5.2,27.4
5101,1993,12,19,0.0,—,—,—,26.0,28.6,24.1,4.2,20.5
5102,1993,12,20,5.5,—,—,—,27.2,32.4,23.9,4.1,45.7
5103,1993,12,21,0.0,—,—,—,26.8,30.7,24.5,5.6,28.1
5104,1993,12,22,1.5,—,—,—,26.0,28.4,24.3,5.0,25.2
5105,1993,12,23,54.7,—,—,—,24.6,25.5,23.4,5.6,34.2
5106,1993,12,24,30.5,—,—,—,24.5,26.4,23.5,7.4,43.9
5107,1993,12,25,4.6,—,—,—,25.7,29.0,23.5,5.3,41.8
5108,1993,12,26,0.0,—,—,—,26.7,30.2,23.9,10.8,39.2
5109,1993,12,27,0.0,—,—,—,26.2,29.5,23.8,9.5,36.7
5110,1993,12,28,0.0,—,—,—,26.8,29.9,24.9,10.8,38.2
5111,1993,12,29,1.7,—,—,—,26.3,29.2,24.5,7.5,31.7
5112,1993,12,30,0.0,—,—,—,26.4,29.4,24.4,7.2,32.4
5113,1993,12,31,0.0,—,—,—,26.6,29.9,24.2,9.0,30.6
5114,1994,1,1,17.5,—,—,—,26.5,30.8,23.9,6.4,29.2
5115,1994,1,2,0.0,—,—,—,27.1,30.8,24.4,8.3,40.3
5116,1994,1,3,10.8,—,—,—,26.5,31.5,24.0,4.9,32.0
5117,1994,1,4,0.0,—,—,—,26.3,29.6,24.0,7.9,33.8
5118,1994,1,5,0.0,—,—,—,26.8,31.1,24.0,10.5,37.4
5119,1994,1,6,0.0,—,—,—,27.6,31.2,25.0,14.5,45.4
5120,1994,1,7,0.0,—,—,—,27.5,31.1,24.4,15.7,41.0
5121,1994,1,8,0.0,—,—,—,26.9,31.0,23.4,11.1,40.0
5122,1994,1,9,0.0,—,—,—,26.9,31.3,23.7,8.8,32.0
5123,1994,1,10,0.0,—,—,—,27.6,32.0,24.6,9.7,35.6
5124,1994,1,11,0.0,—,—,—,27.5,31.8,24.5,10.4,35.3
5125,1994,1,12,0.0,—,—,—,27.8,31.7,25.0,11.8,37.1
5126,1994,1,13,0.0,—,—,—,27.7,32.0,25.1,11.1,43.9
5127,1994,1,14,0.0,—,—,—,27.5,31.6,24.4,11.1,41.0
5128,1994,1,15,0.0,—,—,—,27.2,30.6,24.6,13.8,47.2
5129,1994,1,16,0.0,—,—,—,27.3,31.7,23.8,13.1,44.6
5130,1994,1,17,0.0,—,—,—,26.5,30.5,23.9,11.1,40.3
5131,1994,1,18,0.0,—,—,—,26.9,31.7,23.1,12.0,40.3
5132,1994,1,19,0.0,—,—,—,27.3,31.9,23.6,13.7,43.2
5133,1994,1,20,0.0,—,—,—,27.5,32.4,23.9,14.1,45.0
5134,1994,1,21,0.0,—,—,—,27.3,32.2,24.1,13.9,46.1
5135,1994,1,22,3.0,—,—,—,25.6,29.3,23.6,9.7,38.9
5136,1994,1,23,0.0,—,—,—,25.8,27.5,23.8,12.4,45.4
5137,1994,1,24,0.0,—,—,—,26.5,30.8,23.9,9.3,43.2
5138,1994,1,25,0.0,—,—,—,27.1,31.4,24.4,10.8,42.1
5139,1994,1,26,0.0,—,—,—,27.0,31.0,24.6,11.2,36.0
5140,1994,1,27,3.8,—,—,—,27.1,31.1,24.7,11.6,47.5
5141,1994,1,28,3.3,—,—,—,26.6,30.0,24.4,11.1,39.6
5142,1994,1,29,13.5,—,—,—,24.9,25.7,23.6,5.3,32.4
5143,1994,1,30,0.0,—,—,—,27.1,31.7,23.9,12.3,42.8
5144,1994,1,31,5.0,—,—,—,26.8,29.6,24.5,9.8,34.6
5145,1994,2,1,0.0,—,—,—,27.5,31.2,25.1,15.5,47.5
5146,1994,2,2,0.0,—,—,—,27.6,31.2,24.9,13.6,40.3
5147,1994,2,3,1.6,—,—,—,27.1,30.0,25.2,9.0,34.9
5148,1994,2,4,0.9,—,—,—,26.9,30.2,24.2,15.4,47.9
5149,1994,2,5,0.0,—,—,—,27.3,31.6,24.3,9.7,39.2
5150,1994,2,6,2.2,—,—,—,26.8,31.1,24.4,5.3,42.8
5151,1994,2,7,0.4,—,—,—,26.3,31.3,24.0,3.6,34.2
5152,1994,2,8,0.0,—,—,—,27.2,32.5,24.0,5.3,31.7
5153,1994,2,9,2.7,—,—,—,26.2,31.2,24.0,2.8,31.7
5154,1994,2,10,3.3,—,—,—,26.9,31.2,24.2,5.9,36.0
5155,1994,2,11,23.3,—,—,—,26.2,32.2,23.8,4.2,34.6
5156,1994,2,12,22.4,—,—,—,26.1,31.7,23.4,4.7,31.7
5157,1994,2,13,0.0,—,—,—,27.1,31.9,23.7,4.7,25.2
5158,1994,2,14,26.3,—,—,—,26.8,32.3,23.4,6.6,36.7
5159,1994,2,15,2.6,—,—,—,26.9,31.2,23.4,8.7,31.7
5160,1994,2,16,0.0,—,—,—,27.9,31.5,25.3,8.8,30.6
5161,1994,2,17,0.0,—,—,—,28.0,32.0,25.6,7.1,43.6
5162,1994,2,18,2.3,—,—,—,26.9,32.4,24.1,4.4,36.7
5163,1994,2,19,2.7,—,—,—,26.7,32.0,23.7,5.8,35.3
5164,1994,2,20,0.0,—,—,—,27.4,32.5,24.0,6.0,33.8
5165,1994,2,21,19.4,—,—,—,26.6,32.2,23.1,5.2,38.2
5166,1994,2,22,0.4,—,—,—,27.2,32.3,23.7,7.9,30.6
5167,1994,2,23,23.0,—,—,—,26.6,32.2,22.6,8.4,64.4
5168,1994,2,24,0.0,—,—,—,27.6,31.8,24.7,11.5,33.5
5169,1994,2,25,0.0,—,—,—,27.3,32.2,22.9,8.8,31.7
5170,1994,2,26,0.0,—,—,—,26.8,30.4,23.4,9.8,34.9
5171,1994,2,27,0.0,—,—,—,27.4,31.3,23.5,9.7,38.5
5172,1994,2,28,0.0,—,—,—,27.7,31.9,23.6,10.2,36.0
5173,1994,3,1,0.0,—,—,—,28.2,31.8,25.8,15.7,41.4
5174,1994,3,2,0.0,—,—,—,28.1,32.2,25.0,11.0,42.1
5175,1994,3,3,0.0,—,—,—,27.9,30.3,25.9,12.8,42.1
5176,1994,3,4,37.4,—,—,—,27.0,30.0,24.1,7.5,47.5
5177,1994,3,5,64.2,—,—,—,24.3,25.0,23.3,5.2,24.5
5178,1994,3,6,0.0,—,—,—,26.9,31.3,23.4,6.5,31.0
5179,1994,3,7,29.6,—,—,—,26.2,30.8,24.0,3.6,45.4
5180,1994,3,8,0.0,—,—,—,27.1,31.0,23.6,6.9,47.2
5181,1994,3,9,5.0,—,—,—,26.4,28.7,23.9,3.0,27.4
5182,1994,3,10,9.9,—,—,—,25.8,31.9,23.1,2.4,47.2
5183,1994,3,11,0.0,—,—,—,27.2,31.6,23.5,5.1,31.7
5184,1994,3,12,0.0,—,—,—,27.5,30.7,25.2,6.9,35.3
5185,1994,3,13,1.3,—,—,—,27.0,31.8,24.0,3.0,34.2
5186,1994,3,14,22.3,—,—,—,27.0,30.3,24.0,3.1,37.8
5187,1994,3,15,0.0,—,—,—,26.7,28.9,24.5,3.2,30.6
5188,1994,3,16,31.2,—,—,—,26.2,29.7,23.7,3.5,37.4
5189,1994,3,17,3.4,—,—,—,26.7,30.8,23.8,4.0,32.4
5190,1994,3,18,0.0,—,—,—,26.9,30.0,24.8,2.8,27.7
5191,1994,3,19,1.0,—,—,—,27.5,31.4,25.0,6.9,29.9
5192,1994,3,20,0.0,—,—,—,27.1,31.1,25.0,3.7,20.2
5193,1994,3,21,31.0,—,—,—,25.7,29.0,22.9,2.5,44.3
5194,1994,3,22,0.4,—,—,—,26.7,31.9,23.9,5.3,40.3
5195,1994,3,23,0.0,—,—,—,27.1,31.2,24.0,5.2,32.8
5196,1994,3,24,8.9,—,—,—,26.1,30.8,23.7,4.5,49.0
5197,1994,3,25,0.6,—,—,—,25.8,28.4,24.3,4.7,25.6
5198,1994,3,26,2.6,—,—,—,26.9,30.7,24.7,9.2,42.5
5199,1994,3,27,0.1,—,—,—,26.4,29.8,23.7,7.8,36.4
5200,1994,3,28,17.5,—,—,—,27.5,31.0,24.1,6.3,34.6
5201,1994,3,29,3.9,—,—,—,27.0,31.4,22.9,6.4,43.6
5202,1994,3,30,17.6,—,—,—,27.3,30.8,24.7,5.9,27.4
5203,1994,3,31,0.3,—,—,—,27.1,31.2,24.8,5.2,29.2
5204,1994,4,1,1.0,—,—,—,27.4,31.6,24.6,6.5,37.4
5205,1994,4,2,0.0,—,—,—,27.9,32.1,24.2,7.4,34.6
5206,1994,4,3,0.0,—,—,—,28.0,32.3,24.5,8.0,32.4
5207,1994,4,4,0.3,—,—,—,28.3,32.2,25.6,7.0,28.4
5208,1994,4,5,0.0,—,—,—,28.2,32.5,25.1,6.0,28.4
5209,1994,4,6,0.0,—,—,—,28.4,32.1,24.6,4.2,28.1
5210,1994,4,7,0.0,—,—,—,28.4,31.1,26.0,5.7,26.3
5211,1994,4,8,5.5,—,—,—,28.7,31.9,24.9,5.4,30.6
5212,1994,4,9,0.0,—,—,—,28.8,32.3,25.7,6.2,31.3
5213,1994,4,10,0.5,—,—,—,27.4,32.5,24.0,3.3,42.1
5214,1994,4,11,0.2,—,—,—,27.9,32.2,24.6,6.2,34.2
5215,1994,4,12,0.0,—,—,—,28.5,32.3,26.0,4.9,26.3
5216,1994,4,13,0.0,—,—,—,27.9,32.2,25.7,3.6,34.6
5217,1994,4,14,0.0,—,—,—,28.7,33.3,25.3,6.6,34.2
5218,1994,4,15,0.0,—,—,—,28.4,32.8,25.2,4.6,25.9
5219,1994,4,16,23.0,—,—,—,26.7,33.6,23.8,3.8,35.3
5220,1994,4,17,5.7,—,—,—,26.3,32.9,24.0,3.2,52.2
5221,1994,4,18,8.9,—,—,—,27.7,33.0,23.9,4.0,30.6
5222,1994,4,19,0.2,—,—,—,27.5,31.7,23.8,3.0,31.3
5223,1994,4,20,0.0,—,—,—,27.3,31.2,25.1,4.1,34.9
5224,1994,4,21,0.0,—,—,—,27.7,30.5,24.6,2.9,25.2
5225,1994,4,22,10.4,—,—,—,27.4,31.4,25.3,1.6,24.5
5226,1994,4,23,2.0,—,—,—,27.5,30.2,25.2,4.6,25.9
5227,1994,4,24,46.3,—,—,—,27.2,30.7,24.0,2.9,24.1
5228,1994,4,25,38.1,—,—,—,26.9,30.7,23.8,5.1,36.0
5229,1994,4,26,0.1,—,—,—,27.7,31.7,23.2,5.3,47.2
5230,1994,4,27,10.9,—,—,—,28.4,30.7,24.7,9.3,44.3
5231,1994,4,28,0.0,—,—,—,28.6,31.9,26.9,8.3,46.4
5232,1994,4,29,0.9,—,—,—,27.5,32.2,25.0,3.1,32.4
5233,1994,4,30,0.0,—,—,—,28.4,32.7,25.0,6.6,33.8
5234,1994,5,1,0.0,—,—,—,29.6,32.6,27.1,8.2,27.7
5235,1994,5,2,5.0,—,—,—,28.1,30.6,24.3,3.9,37.4
5236,1994,5,3,4.2,—,—,—,28.0,31.8,25.7,3.6,20.9
5237,1994,5,4,0.0,—,—,—,28.4,32.5,25.0,4.6,30.2
5238,1994,5,5,1.1,—,—,—,27.1,31.5,24.5,3.9,29.2
5239,1994,5,6,0.1,—,—,—,28.1,31.3,24.8,5.6,27.4
5240,1994,5,7,0.0,—,—,—,28.1,31.2,23.9,5.9,42.1
5241,1994,5,8,13.5,—,—,—,28.5,31.9,25.3,5.9,31.0
5242,1994,5,9,6.6,—,—,—,27.2,29.2,22.6,5.5,48.2
5243,1994,5,10,5.1,—,—,—,27.7,31.0,25.8,3.7,29.9
5244,1994,5,11,0.0,—,—,—,28.1,31.6,23.4,5.7,39.6
5245,1994,5,12,0.0,—,—,—,29.1,31.6,26.4,7.2,28.4
5246,1994,5,13,4.2,—,—,—,26.9,28.5,24.2,4.0,50.0
5247,1994,5,14,0.0,—,—,—,28.4,31.9,24.9,5.8,28.4
5248,1994,5,15,28.0,—,—,—,28.3,31.7,24.7,6.5,44.6
5249,1994,5,16,11.6,—,—,—,28.3,31.4,26.2,8.1,33.1
5250,1994,5,17,0.0,—,—,—,28.3,31.1,26.6,7.1,34.6
5251,1994,5,18,10.8,—,—,—,28.0,30.6,24.6,6.9,40.3
5252,1994,5,19,0.0,—,—,—,27.4,30.2,25.2,4.7,41.4
5253,1994,5,20,0.0,—,—,—,27.8,31.6,24.5,6.1,31.7
5254,1994,5,21,3.2,—,—,—,27.5,31.4,25.4,3.6,31.3
5255,1994,5,22,45.1,—,—,—,26.8,31.3,23.4,4.5,29.5
5256,1994,5,23,0.0,—,—,—,27.6,30.1,24.4,5.7,25.6
5257,1994,5,24,13.9,—,—,—,27.9,30.9,24.5,7.6,45.7
5258,1994,5,25,3.4,—,—,—,29.2,31.2,26.4,10.5,30.6
5259,1994,5,26,0.5,—,—,—,27.1,28.9,24.0,4.1,27.4
5260,1994,5,27,13.3,—,—,—,28.0,31.1,24.8,6.4,34.6
5261,1994,5,28,0.0,—,—,—,28.9,31.1,27.5,10.3,28.4
5262,1994,5,29,0.0,—,—,—,28.5,31.9,25.8,6.4,28.4
5263,1994,5,30,0.0,—,—,—,28.6,31.7,26.4,5.5,34.6
5264,1994,5,31,0.0,—,—,—,28.6,31.9,25.4,5.8,36.4
5265,1994,6,1,0.0,—,—,—,28.2,32.1,25.3,4.8,29.2
5266,1994,6,2,0.9,—,—,—,28.0,32.0,25.0,4.5,32.0
5267,1994,6,3,61.1,—,—,—,26.9,31.0,24.0,5.0,55.1
5268,1994,6,4,0.0,—,—,—,28.1,32.1,24.6,10.8,31.0
5269,1994,6,5,0.0,—,—,—,29.6,32.5,27.0,12.1,34.2
5270,1994,6,6,0.0,—,—,—,29.4,32.1,27.4,11.7,38.9
5271,1994,6,7,2.6,—,—,—,27.7,30.1,25.5,7.3,29.9
5272,1994,6,8,0.0,—,—,—,28.6,31.1,26.1,13.1,37.8
5273,1994,6,9,0.0,—,—,—,29.2,31.5,26.8,16.3,40.3
5274,1994,6,10,0.0,—,—,—,29.4,32.4,27.5,14.4,32.4
5275,1994,6,11,0.6,—,—,—,29.6,32.9,27.4,12.6,41.4
5276,1994,6,12,0.0,—,—,—,29.5,32.8,27.5,11.4,36.4
5277,1994,6,13,0.0,—,—,—,29.8,33.1,27.1,12.0,32.8
5278,1994,6,14,0.0,—,—,—,29.4,32.5,26.9,13.6,36.7
5279,1994,6,15,0.0,—,—,—,29.8,32.6,27.4,12.7,33.1
5280,1994,6,16,15.7,—,—,—,26.9,31.6,23.9,8.2,39.6
5281,1994,6,17,15.2,—,—,—,28.1,31.5,24.5,8.9,34.6
5282,1994,6,18,3.4,—,—,—,26.7,29.7,22.2,7.9,70.2
5283,1994,6,19,0.5,—,—,—,27.0,30.4,22.6,7.2,48.6
5284,1994,6,20,0.0,—,—,—,28.5,31.9,25.7,8.7,27.4
5285,1994,6,21,8.0,—,—,—,26.4,30.3,22.9,6.1,47.2
5286,1994,6,22,3.5,—,—,—,27.4,30.9,23.9,10.1,32.0
5287,1994,6,23,42.2,—,—,—,26.4,30.5,23.0,7.4,40.3
5288,1994,6,24,0.0,—,—,—,27.9,31.4,23.3,10.0,30.6
5289,1994,6,25,0.0,—,—,—,27.7,29.5,25.7,8.2,30.2
5290,1994,6,26,0.1,—,—,—,28.0,30.9,25.5,5.7,27.0
5291,1994,6,27,0.0,—,—,—,27.9,31.0,25.9,5.2,34.9
5292,1994,6,28,0.2,—,—,—,27.5,30.7,24.9,8.4,36.0
5293,1994,6,29,26.9,—,—,—,27.3,32.0,24.0,7.7,29.9
5294,1994,6,30,3.8,—,—,—,25.4,26.5,22.6,7.9,43.2
5295,1994,7,1,0.0,—,—,—,27.6,31.0,24.8,9.6,34.6
5296,1994,7,2,0.0,—,—,—,28.7,31.7,26.7,13.2,34.6
5297,1994,7,3,17.0,—,—,—,25.5,29.0,20.5,7.6,85.3
5298,1994,7,4,0.0,—,—,—,27.9,31.1,24.4,5.4,25.6
5299,1994,7,5,0.0,—,—,—,28.5,32.2,26.0,10.4,39.6
5300,1994,7,6,0.2,—,—,—,28.9,32.1,26.4,12.2,35.6
5301,1994,7,7,0.0,—,—,—,29.0,31.7,26.5,12.0,31.7
5302,1994,7,8,0.0,—,—,—,28.9,32.0,27.0,13.0,29.9
5303,1994,7,9,7.7,—,—,—,28.7,31.1,26.8,10.4,30.6
5304,1994,7,10,0.0,—,—,—,26.9,30.5,22.2,9.0,57.6
5305,1994,7,11,0.0,—,—,—,28.5,31.9,26.4,12.1,31.7
5306,1994,7,12,0.0,—,—,—,28.5,31.4,26.2,11.3,30.2
5307,1994,7,13,0.0,—,—,—,28.7,32.2,26.0,10.7,32.8
5308,1994,7,14,0.0,—,—,—,29.2,32.5,26.4,11.3,31.7
5309,1994,7,15,0.0,—,—,—,29.1,32.3,27.2,14.3,33.8
5310,1994,7,16,0.0,—,—,—,29.2,32.0,27.1,16.6,33.8
5311,1994,7,17,0.0,—,—,—,28.9,31.9,26.6,17.5,43.6
5312,1994,7,18,0.0,—,—,—,28.8,31.6,26.1,17.1,37.4
5313,1994,7,19,0.0,—,—,—,28.8,32.0,26.1,15.2,36.0
5314,1994,7,20,0.0,—,—,—,28.8,31.8,25.9,14.9,40.7
5315,1994,7,21,1.6,—,—,—,27.5,32.0,24.5,8.0,33.5
5316,1994,7,22,0.0,—,—,—,28.7,32.2,26.0,12.0,33.8
5317,1994,7,23,0.0,—,—,—,29.0,32.7,26.9,15.2,38.5
5318,1994,7,24,0.0,—,—,—,29.0,32.3,26.8,14.4,40.3
5319,1994,7,25,15.2,—,—,—,28.5,32.2,26.0,14.6,40.3
5320,1994,7,26,0.0,—,—,—,28.6,32.1,26.0,14.5,41.4
5321,1994,7,27,0.0,—,—,—,28.5,31.4,26.6,16.0,36.0
5322,1994,7,28,0.0,—,—,—,28.3,31.7,25.5,12.0,32.8
5323,1994,7,29,0.0,—,—,—,28.3,31.8,24.7,10.6,31.7
5324,1994,7,30,0.0,—,—,—,28.8,32.4,25.9,11.4,30.2
5325,1994,7,31,12.1,—,—,—,27.0,28.2,23.2,10.4,32.8
5326,1994,8,1,0.0,—,—,—,28.9,32.2,26.5,11.4,28.8
5327,1994,8,2,0.0,—,—,—,28.9,32.5,26.7,11.8,27.4
5328,1994,8,3,15.5,—,—,—,29.1,32.6,26.5,12.1,33.8
5329,1994,8,4,0.5,—,—,—,27.1,30.7,23.5,5.5,34.9
5330,1994,8,5,0.0,—,—,—,28.3,32.0,25.0,8.8,31.7
5331,1994,8,6,0.0,—,—,—,29.0,32.1,26.6,16.0,37.8
5332,1994,8,7,0.0,—,—,—,29.3,32.9,26.8,15.1,32.4
5333,1994,8,8,4.7,—,—,—,27.4,32.1,23.2,9.3,38.2
5334,1994,8,9,2.5,—,—,—,27.2,32.4,24.5,8.8,50.0
5335,1994,8,10,0.0,—,—,—,28.7,32.1,26.2,17.0,45.0
5336,1994,8,11,5.2,—,—,—,28.7,32.4,25.7,15.9,42.8
5337,1994,8,12,0.0,—,—,—,28.7,32.6,26.4,15.3,33.5
5338,1994,8,13,0.0,—,—,—,28.6,31.9,26.4,14.4,41.4
5339,1994,8,14,0.1,—,—,—,27.9,31.7,25.8,9.0,44.3
5340,1994,8,15,8.5,—,—,—,26.5,31.4,22.5,12.5,45.7
5341,1994,8,16,0.0,—,—,—,27.6,31.5,23.4,12.9,37.4
5342,1994,8,17,0.7,—,—,—,28.7,32.3,26.1,15.5,40.7
5343,1994,8,18,0.0,—,—,—,28.5,32.0,26.2,14.9,43.2
5344,1994,8,19,0.0,—,—,—,28.0,31.6,25.0,10.6,32.8
5345,1994,8,20,0.0,—,—,—,28.0,31.0,25.7,9.0,40.7
5346,1994,8,21,0.0,—,—,—,28.4,31.6,25.7,15.8,40.3
5347,1994,8,22,0.0,—,—,—,28.9,32.5,26.7,16.7,33.5
5348,1994,8,23,0.0,—,—,—,29.1,32.7,26.7,17.3,38.5
5349,1994,8,24,5.0,—,—,—,27.6,32.4,23.2,14.2,44.3
5350,1994,8,25,0.5,—,—,—,26.9,31.2,23.6,5.4,27.4
5351,1994,8,26,0.0,—,—,—,27.9,32.1,24.5,13.7,37.1
5352,1994,8,27,0.0,—,—,—,28.9,32.5,26.5,11.6,27.4
5353,1994,8,28,1.0,—,—,—,27.0,28.4,23.8,5.3,43.2
5354,1994,8,29,0.7,—,—,—,26.6,30.2,24.5,3.5,32.0
5355,1994,8,30,0.2,—,—,—,28.0,32.5,24.0,10.6,33.1
5356,1994,8,31,0.0,—,—,—,28.1,31.7,23.6,10.3,38.9
5357,1994,9,1,11.3,—,—,—,26.7,31.0,22.0,9.2,54.4
5358,1994,9,2,0.0,—,—,—,28.4,31.2,26.5,14.3,35.6
5359,1994,9,3,0.0,—,—,—,28.5,31.6,25.5,11.0,28.1
5360,1994,9,4,0.0,—,—,—,28.7,32.2,26.1,12.0,27.0
5361,1994,9,5,0.0,—,—,—,28.5,31.8,25.8,10.4,32.8
5362,1994,9,6,1.4,—,—,—,28.4,32.3,25.2,6.8,43.9
5363,1994,9,7,0.0,—,—,—,28.7,32.5,26.7,13.7,32.0
5364,1994,9,8,0.0,—,—,—,28.8,32.3,26.4,10.4,31.3
5365,1994,9,9,0.0,—,—,—,28.8,32.2,26.5,14.3,36.7
5366,1994,9,10,0.0,—,—,—,29.0,31.9,26.7,11.0,31.0
5367,1994,9,11,0.0,—,—,—,28.7,31.2,26.1,9.4,34.6
5368,1994,9,12,0.0,—,—,—,28.9,32.9,26.2,9.0,28.1
5369,1994,9,13,0.0,—,—,—,28.4,32.4,25.0,7.6,28.4
5370,1994,9,14,0.0,—,—,—,29.2,33.9,26.5,11.7,33.1
5371,1994,9,15,0.4,—,—,—,28.0,32.8,25.5,8.3,37.4
5372,1994,9,16,0.0,—,—,—,28.9,33.5,25.0,9.0,33.5
5373,1994,9,17,0.0,—,—,—,28.6,32.7,24.7,4.2,30.2
5374,1994,9,18,8.5,—,—,—,26.9,29.0,23.8,6.1,33.1
5375,1994,9,19,0.0,—,—,—,28.3,32.6,24.8,6.7,31.3
5376,1994,9,20,0.0,—,—,—,29.3,34.1,25.6,10.7,32.8
5377,1994,9,21,0.4,—,—,—,29.2,33.3,26.1,9.7,28.4
5378,1994,9,22,0.0,—,—,—,29.2,32.8,26.5,11.7,35.3
5379,1994,9,23,0.0,—,—,—,27.6,31.3,25.7,4.2,37.8
5380,1994,9,24,1.7,—,—,—,26.7,28.9,24.5,2.9,34.6
5381,1994,9,25,0.0,—,—,—,27.6,31.4,24.6,5.1,25.2
5382,1994,9,26,0.0,—,—,—,28.0,31.5,25.4,3.5,18.7
5383,1994,9,27,0.0,—,—,—,28.1,30.9,25.2,6.6,34.9
5384,1994,9,28,0.0,—,—,—,27.9,31.0,24.9,5.3,24.8
5385,1994,9,29,0.0,—,—,—,28.5,31.2,26.6,8.1,22.0
5386,1994,9,30,0.0,—,—,—,28.2,31.7,25.0,6.8,29.9
5387,1994,10,1,0.0,—,—,—,28.0,31.2,25.6,7.9,36.4
5388,1994,10,2,0.0,—,—,—,28.2,32.8,24.8,7.4,44.6
5389,1994,10,3,0.0,—,—,—,27.8,30.5,25.5,6.9,31.0
5390,1994,10,4,0.0,—,—,—,28.2,32.3,24.9,7.7,32.8
5391,1994,10,5,2.7,—,—,—,28.0,32.6,25.3,6.2,32.0
5392,1994,10,6,0.0,—,—,—,28.6,34.2,24.5,7.4,40.7
5393,1994,10,7,10.0,—,—,—,27.9,32.1,23.2,5.3,59.4
5394,1994,10,8,0.0,—,—,—,28.8,33.7,25.2,8.5,37.1
5395,1994,10,9,0.0,—,—,—,28.7,33.7,25.0,8.0,31.7
5396,1994,10,10,0.0,—,—,—,28.3,32.6,25.4,5.1,31.7
5397,1994,10,11,0.0,—,—,—,28.3,32.3,25.8,4.6,32.8
5398,1994,10,12,2.5,—,—,—,27.2,32.0,25.0,4.3,34.2
5399,1994,10,13,3.9,—,—,—,26.3,30.5,24.5,3.5,23.4
5400,1994,10,14,0.0,—,—,—,27.5,31.9,23.6,5.9,26.6
5401,1994,10,15,0.0,—,—,—,28.8,33.1,25.0,7.8,36.0
5402,1994,10,16,11.9,—,—,—,28.1,32.4,23.5,8.5,32.4
5403,1994,10,17,35.4,—,—,—,26.8,31.1,22.7,4.1,39.6
5404,1994,10,18,0.0,—,—,—,28.1,33.6,24.2,5.0,33.1
5405,1994,10,19,0.0,—,—,—,28.4,33.0,24.5,5.3,24.8
5406,1994,10,20,0.0,—,—,—,28.8,33.8,25.2,6.3,33.1
5407,1994,10,21,0.0,—,—,—,28.9,32.2,25.8,3.5,23.8
5408,1994,10,22,0.0,—,—,—,28.1,31.9,26.5,4.0,29.9
