latlong,postal_code,postal_sector,postal_district,general_location
"1.307745,103.851086",219529,21,8,Little India
"1.330727,103.84558",310159,31,12,"Balestier, Toa Payoh, Serangoon"
"1.3602957,103.8654887",558267,55,19,"Serangoon Garden, Hougang, Punggol"
"1.350537,103.703885",640271,64,22,Jurong
"1.353703,103.870023",550237,55,19,"Serangoon Garden, Hougang, Punggol"
"1.338444,103.929645",479245,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.4471328,103.8220482",750310,75,27,"Yishun, Sembawang"
"1.316647,103.83384",259808,25,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.318508,103.887583",380128,38,14,"Geylang, Eunos"
"1.3321325,103.9257762",460539,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3139247,103.8396679",307943,30,11,"Watten Estate, Novena, Thomson"
"1.3580157,103.8422491",570266,57,20,"Bishan, Ang Mo Kio"
"1.353166,103.887769",530116,53,19,"Serangoon Garden, Hougang, Punggol"
"1.322046,103.938046",460034,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.383465,103.761158",670610,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3390565,103.7397649",600213,60,22,Jurong
"1.322809,103.883218",381123,38,14,"Geylang, Eunos"
"1.394542,103.914562",824167,82,19,"Serangoon Garden, Hougang, Punggol"
"1.3382714,103.9201351",479309,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.38521,103.758523",672633,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3107897,103.8955797",436842,43,15,"Katong, Joo Chiat, Amber Road"
"1.429959,103.792668",730537,73,25,"Kranji, Woodgrove"
"1.304294,103.911189",440030,44,15,"Katong, Joo Chiat, Amber Road"
"1.3253519,103.8538639",328827,32,12,"Balestier, Toa Payoh, Serangoon"
"1.433823,103.785353",730362,73,25,"Kranji, Woodgrove"
"1.3838059,103.8999572",540110,54,19,"Serangoon Garden, Hougang, Punggol"
"1.288226,103.821248",152096,15,3,"Queenstown, Tiong Bahru"
"1.380812,103.752043",680142,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.431386,103.790116",733570,73,25,"Kranji, Woodgrove"
"1.3346039,103.911889",470146,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.4525532,103.8162965",750478,75,27,"Yishun, Sembawang"
"1.352083,103.819836",NIL,NI,,
"1.3630739,103.857041",560473,56,20,"Bishan, Ang Mo Kio"
"1.311781,103.896311",438646,43,15,"Katong, Joo Chiat, Amber Road"
"1.308542,103.852407",211672,21,8,Little India
"1.40603,103.90827",821679,82,19,"Serangoon Garden, Hougang, Punggol"
"1.310283,103.915279",425236,42,15,"Katong, Joo Chiat, Amber Road"
"1.393641,103.901941",540193,54,19,"Serangoon Garden, Hougang, Punggol"
"1.320935,103.759611",129133,12,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town"
"1.3863939,103.866405",808279,80,28,Seletar
"1.3787155,103.836937",560608,56,20,"Bishan, Ang Mo Kio"
"1.316969,103.849386",210037,21,8,Little India
"1.3238951,103.8261523",298542,29,11,"Watten Estate, Novena, Thomson"
"1.363814,103.850884",560334,56,20,"Bishan, Ang Mo Kio"
"1.30554,103.90307",429748,42,15,"Katong, Joo Chiat, Amber Road"
"1.363466,103.857038",560471,56,20,"Bishan, Ang Mo Kio"
"1.330916,103.945443",465581,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.352957,103.956767",520308,52,18,"Tampines, Pasir Ris"
"1.357731,103.844136",570279,57,20,"Bishan, Ang Mo Kio"
"1.35131,103.86876",550324,55,19,"Serangoon Garden, Hougang, Punggol"
"1.29625,103.828394",249212,24,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.313955,103.883572",388153,38,14,"Geylang, Eunos"
"1.327872,103.941682",460075,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.367403,103.873946",550142,55,19,"Serangoon Garden, Hougang, Punggol"
"1.333445,103.786292",589662,58,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan"
"1.3783049,103.769304",670113,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.326768,103.845908",329853,32,12,"Balestier, Toa Payoh, Serangoon"
"1.338001,103.700964",640610,64,22,Jurong
"1.316045,103.841609",307742,30,11,"Watten Estate, Novena, Thomson"
"1.307151,103.899031",438772,43,15,"Katong, Joo Chiat, Amber Road"
"1.395833,103.90362",542189,54,19,"Serangoon Garden, Hougang, Punggol"
"1.3069331,103.8503277",210661,21,8,Little India
"1.3513088,103.9591122",520339,52,18,"Tampines, Pasir Ris"
"1.3066865,103.7607861",120703,12,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town"
"1.3167279,103.852582",210054,21,8,Little India
"1.34742,103.696522",640856,64,22,Jurong
"1.368981,103.8543392",560428,56,20,"Bishan, Ang Mo Kio"
"1.313672,103.927061",457908,45,15,"Katong, Joo Chiat, Amber Road"
"1.353784,103.950901",520262,52,18,"Tampines, Pasir Ris"
"1.382106,103.902968",543116,54,19,"Serangoon Garden, Hougang, Punggol"
"1.371419,103.942813",519831,51,18,"Tampines, Pasir Ris"
"1.444917,103.79228",730879,73,25,"Kranji, Woodgrove"
"1.323581,103.918844",419037,41,14,"Geylang, Eunos"
"1.373821,103.95546",510406,51,18,"Tampines, Pasir Ris"
"1.436088,103.781142",730102,73,25,"Kranji, Woodgrove"
"1.4260166,103.8241043",759095,75,27,"Yishun, Sembawang"
"1.307798,103.8608749",200804,20,8,Little India
"1.37369,103.774772",670207,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3512089,103.9426642",521149,52,18,"Tampines, Pasir Ris"
"1.3319335,103.8737307",349439,34,13,"Macpherson, Braddell"
"1.3468877,103.7244315",640480,64,22,Jurong
"1.306285,103.761536",120710,12,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town"
"1.314659,103.84832",219757,21,8,Little India
"1.3156108,103.9257806",458322,45,15,"Katong, Joo Chiat, Amber Road"
"1.342735,103.700169",640630,64,22,Jurong
"1.3909,103.899558",540235,54,19,"Serangoon Garden, Hougang, Punggol"
"1.316483,103.853676",218501,21,8,Little India
"1.31786,103.85127",219067,21,8,Little India
"1.295069,103.827054",248743,24,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.364676,103.960914",510182,51,18,"Tampines, Pasir Ris"
"1.327835,103.841684",298128,29,11,"Watten Estate, Novena, Thomson"
"1.318124,103.927557",455431,45,15,"Katong, Joo Chiat, Amber Road"
"1.358376,103.872054",550219,55,19,"Serangoon Garden, Hougang, Punggol"
"1.35178,103.880123",530158,53,19,"Serangoon Garden, Hougang, Punggol"
"1.278454,103.819419",090007,09,4,"Telok Blangah, Harbourfront"
"1.3305947,103.8836374",369027,36,13,"Macpherson, Braddell"
"1.312182,103.883548",398628,39,14,"Geylang, Eunos"
"1.345701,103.85039",570129,57,20,"Bishan, Ang Mo Kio"
"1.368509,103.894499",530302,53,19,"Serangoon Garden, Hougang, Punggol"
"1.341522,103.743077",600241,60,22,Jurong
"1.3343197,103.9462847",488728,48,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.296362,103.872589",436606,43,15,"Katong, Joo Chiat, Amber Road"
"1.323782,103.924832",461032,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.372867,103.8813154",530653,53,19,"Serangoon Garden, Hougang, Punggol"
"1.324342,103.942121",461053,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.2930462,103.8044147",140156,14,3,"Queenstown, Tiong Bahru"
"1.3143905,103.8700655",380012,38,14,"Geylang, Eunos"
"1.414135,103.832531",760826,76,27,"Yishun, Sembawang"
"1.348958,103.748761",658074,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.389983,103.908691",543162,54,19,"Serangoon Garden, Hougang, Punggol"
"1.3463525,103.6934025",640825,64,22,Jurong
"1.360322,103.761288",668802,66,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3701133,103.8964452",530363,53,19,"Serangoon Garden, Hougang, Punggol"
"1.332813,103.880465",368728,36,13,"Macpherson, Braddell"
"1.453199,103.821143",752509,75,27,"Yishun, Sembawang"
"1.369596,103.954719",510425,51,18,"Tampines, Pasir Ris"
"1.3536539,103.8796448",535195,53,19,"Serangoon Garden, Hougang, Punggol"
"1.447113,103.800502",735786,73,25,"Kranji, Woodgrove"
"1.4320431,103.7803647",730344,73,25,"Kranji, Woodgrove"
"1.3706639,103.8791956",530636,53,19,"Serangoon Garden, Hougang, Punggol"
"1.322318,103.924452",457317,45,15,"Katong, Joo Chiat, Amber Road"
"1.431546,103.781053",730341,73,25,"Kranji, Woodgrove"
"1.3707835,103.8856775",530606,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3693402,103.8544579",560427,56,20,"Bishan, Ang Mo Kio"
"1.356999,103.884402",530220,53,19,"Serangoon Garden, Hougang, Punggol"
"1.364861,103.843931",561310,56,20,"Bishan, Ang Mo Kio"
"1.339446,103.697651",644648,64,22,Jurong
"1.3584688,103.8299811",570451,57,20,"Bishan, Ang Mo Kio"
"1.349203,103.875079",550420,55,19,"Serangoon Garden, Hougang, Punggol"
"1.3496905,103.929082",529593,52,18,"Tampines, Pasir Ris"
"1.392954,103.886535",540350,54,19,"Serangoon Garden, Hougang, Punggol"
"1.375683,103.765969",670146,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.34136,103.76029",658882,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3180888,103.9261324",459681,45,15,"Katong, Joo Chiat, Amber Road"
"1.444596,103.7944069",730749,73,25,"Kranji, Woodgrove"
"1.381487,103.936317",510721,51,18,"Tampines, Pasir Ris"
"1.3186925,103.9280184",459947,45,15,"Katong, Joo Chiat, Amber Road"
"1.3222561,103.8547505",320093,32,12,"Balestier, Toa Payoh, Serangoon"
"1.3190048,103.7580312",129257,12,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town"
"1.466589,103.812162",758035,75,27,"Yishun, Sembawang"
"1.3722679,103.8403796",568839,56,20,"Bishan, Ang Mo Kio"
"1.3298168,103.9446233",465612,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.327801,103.8508181",329610,32,12,"Balestier, Toa Payoh, Serangoon"
"1.393163,103.873102",790448,79,28,Seletar
"1.442145,103.781651",739172,73,25,"Kranji, Woodgrove"
"1.282022,103.827962",164119,16,3,"Queenstown, Tiong Bahru"
"1.295359,103.803638",140150,14,3,"Queenstown, Tiong Bahru"
"1.400004,103.914724",821638,82,19,"Serangoon Garden, Hougang, Punggol"
"1.2927991,103.8119044",141060,14,3,"Queenstown, Tiong Bahru"
"1.377545,103.890148",530539,53,19,"Serangoon Garden, Hougang, Punggol"
"1.341815,103.844749",310209,31,12,"Balestier, Toa Payoh, Serangoon"
"1.33589,103.937848",470769,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.362047,103.950383",526496,52,18,"Tampines, Pasir Ris"
"1.3239191,103.9503292",465825,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3363962,103.9262579",470721,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.352851,103.951031",520264,52,18,"Tampines, Pasir Ris"
"1.2896193,103.8300787",169586,16,3,"Queenstown, Tiong Bahru"
"1.317997,103.879103",380047,38,14,"Geylang, Eunos"
"1.328515,103.8831557",368567,36,13,"Macpherson, Braddell"
"1.369612,103.8443489",560119,56,20,"Bishan, Ang Mo Kio"
"1.3701699,103.8985404",530339,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3143931,103.8902637",389599,38,14,"Geylang, Eunos"
"1.382713,103.900848",540104,54,19,"Serangoon Garden, Hougang, Punggol"
"1.3699038,103.8837081",530619,53,19,"Serangoon Garden, Hougang, Punggol"
"1.332783,103.9235076",460535,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.440141,103.8386244",760286,76,27,"Yishun, Sembawang"
"1.318667,103.898896",400413,40,14,"Geylang, Eunos"
"1.3616511,103.8427482",570255,57,20,"Bishan, Ang Mo Kio"
"1.3606115,103.8762772",548438,54,19,"Serangoon Garden, Hougang, Punggol"
"1.3169439,103.8767065",381043,38,14,"Geylang, Eunos"
"1.3458316,103.6976907",640727,64,22,Jurong
"1.381013,103.73757",680442,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.33285,103.928014",460554,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.295346,103.826249",248742,24,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.374433,103.953525",519496,51,18,"Tampines, Pasir Ris"
"1.3279757,103.8442992",320102,32,12,"Balestier, Toa Payoh, Serangoon"
"1.4239728,103.8324466",760771,76,27,"Yishun, Sembawang"
"1.374308,103.874488",550534,55,19,"Serangoon Garden, Hougang, Punggol"
"1.327699,103.903972",400325,40,14,"Geylang, Eunos"
"1.365624,103.8717056",550127,55,19,"Serangoon Garden, Hougang, Punggol"
"1.377884,103.890139",530538,53,19,"Serangoon Garden, Hougang, Punggol"
"1.327448,103.925916",461041,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.402417,103.897464",828766,82,19,"Serangoon Garden, Hougang, Punggol"
"1.30286,103.901432",439894,43,15,"Katong, Joo Chiat, Amber Road"
"1.386253,103.771091",670432,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.394803,103.9133515",823171,82,19,"Serangoon Garden, Hougang, Punggol"
"1.36542,103.864035",557330,55,19,"Serangoon Garden, Hougang, Punggol"
"1.385947,103.76171",670620,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3296033,103.9086125",418812,41,14,"Geylang, Eunos"
"1.3858216,103.7613076",670622,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.337452,103.85947",310231,31,12,"Balestier, Toa Payoh, Serangoon"
"1.2854623,103.8187732",150089,15,3,"Queenstown, Tiong Bahru"
"1.300849,103.895891",438355,43,15,"Katong, Joo Chiat, Amber Road"
"1.32835,103.841423",298130,29,11,"Watten Estate, Novena, Thomson"
"1.3532238,103.9525924",521201,52,18,"Tampines, Pasir Ris"
"1.351665,103.95595",520318,52,18,"Tampines, Pasir Ris"
"1.3630056,103.8288126",578707,57,20,"Bishan, Ang Mo Kio"
"1.275278,103.842549",082002,08,2,"Anson, Tanjong Pagar"
"1.351603,103.88343",530145,53,19,"Serangoon Garden, Hougang, Punggol"
"1.302255,103.846635",228189,22,9,"Orchard, Cairnhill, River Valley"
"1.34964,103.696846",640861,64,22,Jurong
"1.322762,103.848303",309836,30,11,"Watten Estate, Novena, Thomson"
"1.327065,103.9238549",461808,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.324727,103.924682",460030,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.42895,103.827581",760707,76,27,"Yishun, Sembawang"
"1.3146296,103.9080995",427958,42,15,"Katong, Joo Chiat, Amber Road"
"1.305365,103.839397",229402,22,9,"Orchard, Cairnhill, River Valley"
"1.320398,103.883918",380111,38,14,"Geylang, Eunos"
"1.400008,103.911928",821623,82,19,"Serangoon Garden, Hougang, Punggol"
"1.363462,103.834051",570407,57,20,"Bishan, Ang Mo Kio"
"1.3103515,103.7603555",120511,12,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town"
"1.328792,103.944045",465559,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.365013,103.95862",510188,51,18,"Tampines, Pasir Ris"
"1.3228654,103.7397423",600022,60,22,Jurong
"1.2837472,103.8240012",150129,15,3,"Queenstown, Tiong Bahru"
"1.3147419,103.8719523",380018,38,14,"Geylang, Eunos"
"1.355099,103.962378",520354,52,18,"Tampines, Pasir Ris"
"1.363751,103.953811",523492,52,18,"Tampines, Pasir Ris"
"1.3125307,103.8753906",387749,38,14,"Geylang, Eunos"
"1.31433,103.9200577",459874,45,15,"Katong, Joo Chiat, Amber Road"
"1.373146,103.962646",510241,51,18,"Tampines, Pasir Ris"
"1.428672,103.793034",730544,73,25,"Kranji, Woodgrove"
"1.346283,103.7433915",650183,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.4465928,103.7738512",730218,73,25,"Kranji, Woodgrove"
"1.355331,103.887871",537643,53,19,"Serangoon Garden, Hougang, Punggol"
"1.329302,103.9097929",470104,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.329891,103.909254",470107,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3620646,103.8844836",545878,54,19,"Serangoon Garden, Hougang, Punggol"
"1.4134292,103.8352528",768445,76,27,"Yishun, Sembawang"
"1.4365761,103.8364549",760291,76,27,"Yishun, Sembawang"
"1.427159,103.829508",768516,76,27,"Yishun, Sembawang"
"1.312968,103.8584371",207854,20,8,Little India
"1.362171,103.746321",650419,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.334811,103.785104",589627,58,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan"
"1.363528,103.893571",531376,53,19,"Serangoon Garden, Hougang, Punggol"
"1.377855,103.892044",530543,53,19,"Serangoon Garden, Hougang, Punggol"
"1.371702,103.8539173",564588,56,20,"Bishan, Ang Mo Kio"
"1.322707,103.847649",309972,30,11,"Watten Estate, Novena, Thomson"
"1.417023,103.836634",760855,76,27,"Yishun, Sembawang"
"1.356788,103.931323",523871,52,18,"Tampines, Pasir Ris"
"1.420162,103.839013",760637,76,27,"Yishun, Sembawang"
"1.3754795,103.8946235",530421,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3555815,103.95085",525230,52,18,"Tampines, Pasir Ris"
"1.388108,103.902972",543124,54,19,"Serangoon Garden, Hougang, Punggol"
"1.4455351,103.821811",750305,75,27,"Yishun, Sembawang"
"1.3334,103.931309",460509,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3678745,103.9612746",510214,51,18,"Tampines, Pasir Ris"
"1.292847,103.839818",239363,23,9,"Orchard, Cairnhill, River Valley"
"1.296667,103.803587",141053,14,3,"Queenstown, Tiong Bahru"
"1.3275604,103.7215828",610154,61,22,Jurong
"1.378694,103.74949",680122,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.445667,103.8190074",750327,75,27,"Yishun, Sembawang"
"1.3536933,103.8610208",568402,56,20,"Bishan, Ang Mo Kio"
"1.30593,103.833845",229001,22,9,"Orchard, Cairnhill, River Valley"
"1.29643,103.835759",238096,23,9,"Orchard, Cairnhill, River Valley"
"1.347692,103.864351",358498,35,13,"Macpherson, Braddell"
"1.356541,103.964244",506893,50,17,"Loyang, Changi"
"1.350601,103.758804",650261,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.347014,103.954168",520126,52,18,"Tampines, Pasir Ris"
"1.317555,103.891655",409042,40,14,"Geylang, Eunos"
"1.362193,103.745788",650422,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3247761,103.8628687",321020,32,12,"Balestier, Toa Payoh, Serangoon"
"1.376498,103.7370119",680484,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.452294,103.818047",750411,75,27,"Yishun, Sembawang"
"1.345154,103.767935",598669,59,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan"
"1.322584,103.88237",381122,38,14,"Geylang, Eunos"
"1.4428654,103.8070127",731688,73,25,"Kranji, Woodgrove"
"1.4317523,103.8380983",760211,76,27,"Yishun, Sembawang"
"1.370386,103.853478",560586,56,20,"Bishan, Ang Mo Kio"
"1.298848,103.888241",438051,43,15,"Katong, Joo Chiat, Amber Road"
"1.3150295,103.9179912",456386,45,15,"Katong, Joo Chiat, Amber Road"
"1.378998,103.75123",680115,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.347307,103.848584",570113,57,20,"Bishan, Ang Mo Kio"
"1.3411339,103.6954006",640704,64,22,Jurong
"1.3164548,103.8485307",210039,21,8,Little India
"1.338014,103.69667",641650,64,22,Jurong
"1.324198,103.926328",461034,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.336683,103.858378",310014,31,12,"Balestier, Toa Payoh, Serangoon"
"1.334633,103.865244",350131,35,13,"Macpherson, Braddell"
"1.318497,103.906305",417771,41,14,"Geylang, Eunos"
"1.4445066,103.8187757",750325,75,27,"Yishun, Sembawang"
"1.334838,103.878632",360007,36,13,"Macpherson, Braddell"
"1.294306,103.818446",159191,15,3,"Queenstown, Tiong Bahru"
"1.3179732,103.9255545",455367,45,15,"Katong, Joo Chiat, Amber Road"
"1.3511826,103.9438121",521151,52,18,"Tampines, Pasir Ris"
"1.305467,103.902789",429609,42,15,"Katong, Joo Chiat, Amber Road"
"1.359891,103.747535",650312,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.339865,103.693522",640976,64,22,Jurong
"1.308166,103.794236",271010,27,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.348413,103.7139043",640211,64,22,Jurong
"1.316119,103.939127",466997,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.368042,103.876633",545671,54,19,"Serangoon Garden, Hougang, Punggol"
"1.317801,103.880004",380053,38,14,"Geylang, Eunos"
"1.3335272,103.8791197",360004,36,13,"Macpherson, Braddell"
"1.301812,103.899202",439974,43,15,"Katong, Joo Chiat, Amber Road"
"1.349766,103.7248159",640495,64,22,Jurong
"1.3609976,103.8848744",544895,54,19,"Serangoon Garden, Hougang, Punggol"
"1.327226,103.948723",469597,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3558209,103.8616193",554682,55,19,"Serangoon Garden, Hougang, Punggol"
"1.270483,103.823141",090043,09,4,"Telok Blangah, Harbourfront"
"1.345221,103.708073",640260,64,22,Jurong
"1.370545,103.883012",530622,53,19,"Serangoon Garden, Hougang, Punggol"
"1.301434,103.847634",229979,22,9,"Orchard, Cairnhill, River Valley"
"1.375224,103.762873",678181,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.361815,103.8707995",555822,55,19,"Serangoon Garden, Hougang, Punggol"
"1.366954,103.8434824",560205,56,20,"Bishan, Ang Mo Kio"
"1.3701882,103.8356319",560257,56,20,"Bishan, Ang Mo Kio"
"1.3704809,103.8447949",560123,56,20,"Bishan, Ang Mo Kio"
"1.352785,103.861442",568476,56,20,"Bishan, Ang Mo Kio"
"1.312513,103.886321",398361,39,14,"Geylang, Eunos"
"1.340733,103.696171",640641,64,22,Jurong
"1.300465,103.628389",637738,63,22,Jurong
"1.367201,103.839311",563226,56,20,"Bishan, Ang Mo Kio"
"1.290276,103.837012",238245,23,9,"Orchard, Cairnhill, River Valley"
"1.388965,103.741659",680506,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
