,total_rainfall,mean_temperature,minimum_temperature,minimum_temperature_mean,maximum_temperature,maximum_temperature_mean,mean_wind_speed,max_wind_speed,max_wind_speed_mean,dengue_cases,interest,inbound,outbound,year,week,cumulative_total_rainfall,cumulative_dengue_cases
2015-W29,47.599999999999994,29.271428571428572,24.2,27.385714285714283,32.6,32.6,13.071428571428571,45.7,38.6,293,15,379808,157657,2015,29,551.4,5171
2015-W30,4.0,29.228571428571428,24.3,26.82857142857143,32.7,32.7,13.1,50.4,38.74285714285714,250,11,379808,157657,2015,30,555.4,5421
2015-W31,3.8000000000000003,28.414285714285715,24.1,26.385714285714283,32.7,32.7,11.742857142857144,52.9,42.48571428571428,226,10,289012,134947,2015,31,559.1999999999999,5647
2015-W32,96.6,27.414285714285715,22.6,24.271428571428572,31.0,31.0,8.985714285714286,47.5,31.728571428571428,221,9,289012,134947,2015,32,655.8,5868
2015-W33,64.2,28.428571428571427,23.7,26.428571428571427,32.3,32.3,12.285714285714286,49.0,39.285714285714285,250,11,289012,134947,2015,33,720.0,6118
2015-W34,0.0,28.914285714285715,26.2,27.014285714285712,32.7,32.7,12.085714285714285,42.5,34.5,225,10,289012,134947,2015,34,720.0,6343
2015-W35,23.4,28.928571428571427,24.4,26.514285714285712,33.1,33.1,13.571428571428571,40.7,34.75714285714286,246,9,289012,134947,2015,35,743.4,6589
2015-W36,0.4,29.228571428571428,27.0,27.37142857142857,33.2,33.2,14.557142857142859,42.1,34.614285714285714,217,10,282994,182134,2015,36,743.8,6806
2015-W37,17.4,28.442857142857143,23.6,26.071428571428573,32.7,32.7,10.357142857142858,43.2,32.44285714285714,303,13,282994,182134,2015,37,761.1999999999999,7109
2015-W38,34.8,28.414285714285715,23.1,26.2,32.8,32.8,10.928571428571429,39.6,32.44285714285714,214,11,282994,182134,2015,38,795.9999999999999,7323
2015-W39,4.8,28.914285714285715,26.0,26.814285714285713,32.5,32.5,8.757142857142856,36.7,29.557142857142857,257,12,282994,182134,2015,39,800.7999999999998,7580
2015-W40,32.8,28.32857142857143,23.5,25.642857142857142,32.3,32.3,8.671428571428573,43.9,32.81428571428571,235,12,311737,178870,2015,40,833.5999999999998,7815
2015-W41,20.6,28.485714285714288,23.4,25.785714285714285,33.0,33.0,8.1,55.1,30.74285714285714,235,11,311737,178870,2015,41,854.1999999999998,8050
2015-W42,7.8,29.114285714285717,23.9,26.485714285714288,33.4,33.4,9.985714285714286,34.9,28.74285714285714,224,11,311737,178870,2015,42,861.9999999999998,8274
2015-W43,0.6,29.17142857142857,26.3,26.97142857142857,33.5,33.5,11.285714285714286,40.3,34.24285714285714,246,12,311737,178870,2015,43,862.5999999999998,8520
2015-W44,29.8,27.914285714285715,21.9,25.099999999999998,33.6,33.6,7.1571428571428575,59.4,34.08571428571428,266,12,240798,180883,2015,44,892.3999999999997,8786
2015-W45,1.5999999999999999,28.12857142857143,25.2,25.82857142857143,32.9,32.9,5.914285714285714,37.8,27.471428571428568,198,12,240798,180883,2015,45,893.9999999999998,8984
2015-W46,1.4,28.157142857142855,25.5,25.957142857142856,33.4,33.4,6.6571428571428575,31.0,27.257142857142856,254,11,240798,180883,2015,46,895.3999999999997,9238
2015-W47,11.6,27.842857142857145,23.7,25.47142857142857,32.9,32.9,6.785714285714286,33.5,30.67142857142857,286,11,240798,180883,2015,47,906.9999999999998,9524
2015-W48,32.0,27.82857142857143,24.2,25.099999999999998,33.6,33.6,6.957142857142856,32.4,27.7,259,10,240798,180883,2015,48,938.9999999999998,9783
2015-W49,64.8,27.87142857142857,23.2,25.099999999999998,33.0,33.0,7.028571428571429,35.6,32.142857142857146,357,14,356244,285590,2015,49,1003.7999999999997,10140
2015-W50,125.39999999999999,27.37142857142857,22.5,24.642857142857142,32.7,32.7,6.8428571428571425,41.8,30.3,333,17,356244,285590,2015,50,1129.1999999999998,10473
2015-W51,8.799999999999999,27.942857142857143,23.9,25.428571428571427,33.1,33.1,8.22857142857143,43.6,31.314285714285713,372,11,356244,285590,2015,51,1137.9999999999998,10845
2015-W52,187.0,27.942857142857143,22.8,24.942857142857143,32.9,32.9,8.328571428571427,38.2,32.0,458,21,356244,285590,2015,52,1324.9999999999998,11303
2016-W01,1.8,28.514285714285712,24.7,26.114285714285717,32.4,32.4,11.257142857142856,35.6,31.47142857142857,549,27,353031,156546,2016,1,1.8,549
2016-W02,51.4,28.400000000000002,23.8,26.0,32.8,32.8,8.971428571428572,33.5,30.11428571428571,628,25,353031,156546,2016,2,53.199999999999996,1177
2016-W03,6.0,28.52857142857143,25.8,26.514285714285712,32.5,32.5,10.028571428571428,46.1,33.528571428571425,636,22,353031,156546,2016,3,59.199999999999996,1813
2016-W04,9.6,28.614285714285717,25.0,26.271428571428572,32.8,32.8,11.614285714285714,64.8,38.771428571428565,630,35,353031,156546,2016,4,68.8,2443
2016-W05,39.0,28.185714285714287,24.9,25.814285714285713,32.7,32.7,11.685714285714285,45.7,35.114285714285714,530,32,267019,137261,2016,5,107.8,2973
2016-W06,2.2,27.62857142857143,24.2,25.74285714285714,32.1,32.1,10.542857142857143,41.8,31.128571428571426,420,31,267019,137261,2016,6,110.0,3393
2016-W07,73.0,27.542857142857144,23.8,25.428571428571427,32.4,32.4,11.514285714285714,42.8,38.05714285714286,593,29,267019,137261,2016,7,183.0,3986
2016-W08,71.8,27.857142857142858,23.3,25.285714285714285,31.9,31.9,12.342857142857143,45.4,39.542857142857144,512,25,267019,137261,2016,8,254.8,4498
2016-W09,0.4,28.571428571428573,26.1,26.542857142857144,32.7,32.7,13.571428571428571,44.6,39.08571428571428,412,21,267019,137261,2016,9,255.20000000000002,4910
2016-W10,4.6,28.928571428571427,26.0,26.614285714285717,33.8,33.8,10.6,34.9,30.32857142857143,397,21,351652,207344,2016,10,259.8,5307
2016-W11,0.0,28.985714285714288,25.4,26.271428571428572,33.8,33.8,11.214285714285714,35.6,30.67142857142857,374,19,351652,207344,2016,11,259.8,5681
2016-W12,1.2,29.12857142857143,25.7,26.67142857142857,34.1,34.1,10.528571428571428,41.8,34.2,308,17,351652,207344,2016,12,261.0,5989
2016-W13,7.6,29.442857142857143,26.0,26.785714285714285,34.4,34.4,13.228571428571428,40.3,35.5,377,18,351652,207344,2016,13,268.6,6366
2016-W14,7.4,29.3,25.9,26.571428571428573,35.0,35.0,9.271428571428572,35.6,31.514285714285712,292,20,348493,184951,2016,14,276.0,6658
2016-W15,23.8,29.657142857142855,25.6,26.685714285714287,34.5,34.5,7.571428571428571,45.0,33.17142857142857,225,17,348493,184951,2016,15,299.8,6883
2016-W16,14.4,29.900000000000002,25.9,27.285714285714285,34.8,34.8,9.4,45.7,34.3,231,14,348493,184951,2016,16,314.2,7114
2016-W17,36.6,28.942857142857143,25.3,26.157142857142855,33.8,33.8,6.385714285714286,34.2,28.228571428571428,244,13,348493,184951,2016,17,350.8,7358
2016-W18,0.6,29.842857142857145,27.0,27.457142857142856,34.6,34.6,8.085714285714285,39.6,33.542857142857144,181,12,271509,159539,2016,18,351.40000000000003,7539
2016-W19,25.2,29.285714285714285,25.1,26.75714285714286,34.5,34.5,6.942857142857143,46.8,37.271428571428565,217,14,271509,159539,2016,19,376.6,7756
2016-W20,125.4,28.771428571428572,24.6,25.7,34.3,34.3,7.042857142857143,53.6,35.94285714285714,212,13,271509,159539,2016,20,502.0,7968
2016-W21,31.6,29.47142857142857,23.9,26.47142857142857,33.2,33.2,8.071428571428571,47.2,31.285714285714285,198,13,271509,159539,2016,21,533.6,8166
2016-W22,15.6,28.24285714285714,25.0,25.814285714285713,32.5,32.5,6.485714285714286,45.4,31.485714285714288,220,17,271509,159539,2016,22,549.2,8386
2016-W23,20.599999999999998,28.785714285714285,25.1,26.357142857142858,32.7,32.7,6.928571428571429,43.2,35.128571428571426,160,14,317633,219998,2016,23,569.8000000000001,8546
2016-W24,67.2,27.87142857142857,24.2,25.47142857142857,32.1,32.1,6.042857142857143,44.6,30.17142857142857,193,12,317633,219998,2016,24,637.0000000000001,8739
2016-W25,70.8,28.428571428571427,22.5,25.542857142857144,32.9,32.9,7.414285714285714,50.8,31.685714285714283,215,14,317633,219998,2016,25,707.8000000000001,8954
2016-W26,0.0,29.785714285714285,27.0,27.814285714285713,33.4,33.4,10.585714285714285,33.5,29.52857142857143,234,15,317633,219998,2016,26,707.8000000000001,9188
2016-W27,6.4,29.62857142857143,24.3,27.071428571428573,33.2,33.2,10.657142857142857,38.5,32.857142857142854,247,13,405601,161358,2016,27,714.2,9435
2016-W28,5.8,28.17142857142857,25.1,25.728571428571428,33.4,33.4,6.485714285714286,44.6,35.028571428571425,223,16,405601,161358,2016,28,720.0,9658
2016-W29,150.0,27.142857142857142,22.5,24.12857142857143,33.3,33.3,6.542857142857144,38.2,29.485714285714288,266,15,405601,161358,2016,29,870.0,9924
2016-W30,6.4,28.02857142857143,24.2,25.47142857142857,31.9,31.9,6.685714285714285,52.6,32.92857142857143,222,16,405601,161358,2016,30,876.4,10146
2016-W31,34.0,28.514285714285712,22.1,25.614285714285717,32.7,32.7,8.285714285714286,65.2,35.74285714285714,211,16,296375,125936,2016,31,910.4,10357
2016-W32,7.2,29.228571428571428,25.2,27.042857142857144,32.9,32.9,7.457142857142857,39.2,30.800000000000004,198,11,296375,125936,2016,32,917.6,10555
2016-W33,44.0,29.157142857142855,22.7,26.071428571428573,32.7,32.7,11.157142857142857,46.1,35.94285714285714,222,14,296375,125936,2016,33,961.6,10777
2016-W34,31.799999999999997,28.985714285714288,24.4,26.17142857142857,33.8,33.8,6.957142857142857,38.2,31.071428571428573,274,11,296375,125936,2016,34,993.4,11051
2016-W35,27.599999999999998,28.285714285714285,24.5,25.599999999999998,33.0,33.0,6.728571428571429,42.1,33.642857142857146,311,30,296375,125936,2016,35,1021.0,11362
2016-W36,28.2,28.099999999999998,22.9,25.52857142857143,32.2,32.2,7.5,51.1,37.91428571428571,242,22,286016,194978,2016,36,1049.2,11604
2016-W37,59.8,27.957142857142856,22.6,24.142857142857142,32.9,32.9,6.7,54.0,37.58571428571429,174,18,286016,194978,2016,37,1109.0,11778
2016-W38,18.3,28.428571428571427,23.9,25.12857142857143,33.6,33.6,6.114285714285714,39.6,25.914285714285715,173,14,286016,194978,2016,38,1127.3,11951
2016-W39,7.2,28.814285714285713,24.3,25.842857142857145,34.4,34.4,6.414285714285714,42.8,32.48571428571429,138,9,286016,194978,2016,39,1134.5,12089
2016-W40,98.0,27.928571428571427,21.6,24.428571428571427,32.9,32.9,5.814285714285715,51.1,32.81428571428572,125,11,247535,151982,2016,40,1232.5,12214
2016-W41,6.8,29.52857142857143,24.4,26.285714285714285,34.6,34.6,8.171428571428573,44.3,33.44285714285714,94,14,247535,151982,2016,41,1239.3,12308
2016-W42,28.4,28.7,22.7,25.571428571428573,32.9,32.9,7.042857142857144,50.8,34.114285714285714,108,9,247535,151982,2016,42,1267.7,12416
2016-W43,47.8,26.942857142857143,23.3,24.271428571428572,32.4,32.4,5.385714285714286,40.0,29.114285714285717,84,10,247535,151982,2016,43,1315.5,12500
2016-W44,59.6,27.75714285714286,23.6,25.057142857142857,33.0,33.0,6.1000000000000005,45.7,29.97142857142857,86,8,247535,151982,2016,44,1375.1,12586
2016-W45,91.00000000000001,27.428571428571427,23.3,24.8,32.6,32.6,5.742857142857143,37.8,30.128571428571426,84,8,308858,228606,2016,45,1466.1,12670
2016-W46,128.79999999999998,27.114285714285717,22.7,24.442857142857143,31.7,31.7,5.614285714285714,39.6,31.157142857142855,72,7,308858,228606,2016,46,1594.8999999999999,12742
2016-W47,10.0,27.657142857142855,25.0,25.32857142857143,32.2,32.2,6.314285714285715,35.6,27.357142857142858,75,8,308858,228606,2016,47,1604.8999999999999,12817
2016-W48,40.0,27.3,24.3,25.171428571428574,32.9,32.9,6.528571428571429,27.4,23.97142857142857,86,7,308858,228606,2016,48,1644.8999999999999,12903
2016-W49,88.8,27.67142857142857,23.0,24.514285714285712,33.1,33.1,6.871428571428572,47.2,31.82857142857143,59,5,376534,296374,2016,49,1733.6999999999998,12962
2016-W50,34.6,27.928571428571427,23.4,25.142857142857142,33.6,33.6,7.2,38.5,31.871428571428574,81,6,376534,296374,2016,50,1768.2999999999997,13043
2016-W51,124.2,27.385714285714283,23.3,24.685714285714287,33.4,33.4,7.728571428571429,45.0,35.75714285714286,72,3,376534,296374,2016,51,1892.4999999999998,13115
2016-W52,6.6,26.728571428571428,23.4,24.52857142857143,32.0,32.0,7.928571428571429,36.7,29.314285714285713,64,7,376534,296374,2016,52,1899.0999999999997,13179
2017-W01,4.8,27.67142857142857,23.5,25.185714285714287,33.7,33.7,7.1571428571428575,31.7,28.542857142857144,70,11,296096,139264,2017,1,4.8,70
2017-W02,40.6,27.5,21.8,24.985714285714288,32.6,32.6,7.614285714285715,40.0,30.91428571428571,91,11,296096,139264,2017,2,45.4,161
2017-W03,67.2,26.685714285714287,23.5,24.24285714285714,32.0,32.0,7.614285714285714,36.0,30.285714285714285,75,9,296096,139264,2017,3,112.6,236
2017-W04,81.8,26.0,23.0,24.157142857142855,30.8,30.8,8.657142857142857,46.1,32.65714285714286,66,11,296096,139264,2017,4,194.39999999999998,302
2017-W05,67.8,26.8,24.2,24.75714285714286,32.4,32.4,7.771428571428571,34.9,28.914285714285715,62,10,296096,139264,2017,5,262.2,364
2017-W06,36.199999999999996,26.842857142857145,23.5,24.67142857142857,31.9,31.9,9.971428571428572,48.2,34.17142857142857,77,12,340252,152199,2017,6,298.4,441
2017-W07,19.0,26.75714285714286,22.6,24.685714285714287,31.1,31.1,13.785714285714286,44.6,39.32857142857143,53,9,340252,152199,2017,7,317.4,494
2017-W08,34.8,27.057142857142857,23.6,24.75714285714286,31.6,31.6,9.057142857142857,36.7,32.08571428571428,54,8,340252,152199,2017,8,352.2,548
2017-W09,51.4,26.557142857142857,22.9,24.3,30.9,30.9,11.0,43.2,34.57142857142857,41,11,340252,152199,2017,9,403.59999999999997,589
2017-W10,0.0,27.17142857142857,24.5,24.82857142857143,31.6,31.6,10.842857142857143,35.6,30.099999999999998,32,8,370040,215862,2017,10,403.59999999999997,621
2017-W11,0.0,27.928571428571427,24.5,25.357142857142858,33.3,33.3,8.542857142857143,32.0,30.400000000000002,35,12,370040,215862,2017,11,403.59999999999997,656
2017-W12,21.799999999999997,28.085714285714285,24.1,25.585714285714285,33.3,33.3,8.228571428571428,32.0,28.47142857142857,32,10,370040,215862,2017,12,425.4,688
2017-W13,77.6,26.857142857142858,23.6,24.400000000000002,32.5,32.5,6.028571428571429,46.1,32.77142857142857,50,9,370040,215862,2017,13,503.0,738
2017-W14,49.8,27.928571428571427,22.9,25.071428571428573,34.4,34.4,6.285714285714286,36.4,31.02857142857143,37,14,367688,197337,2017,14,552.8,775
2017-W15,34.6,27.914285714285715,23.1,24.914285714285715,32.5,32.5,7.214285714285714,33.5,29.114285714285717,32,11,367688,197337,2017,15,587.4,807
2017-W16,37.8,28.085714285714285,23.6,25.185714285714287,32.9,32.9,5.985714285714286,37.4,27.814285714285713,51,12,367688,197337,2017,16,625.1999999999999,858
2017-W17,78.0,27.514285714285712,22.8,24.914285714285715,32.7,32.7,6.1000000000000005,32.0,26.37142857142857,37,9,367688,197337,2017,17,703.1999999999999,895
2017-W18,30.4,28.457142857142856,24.8,25.97142857142857,31.9,31.9,6.471428571428571,37.1,30.042857142857144,42,14,272779,162870,2017,18,733.5999999999999,937
2017-W19,20.0,28.442857142857143,24.9,26.2,32.4,32.4,7.785714285714286,37.1,29.585714285714285,48,12,272779,162870,2017,19,753.5999999999999,985
2017-W20,35.8,28.97142857142857,24.1,26.599999999999998,32.5,32.5,9.985714285714286,39.2,35.31428571428572,50,13,272779,162870,2017,20,789.3999999999999,1035
2017-W21,46.6,28.12857142857143,23.6,25.385714285714283,31.9,31.9,9.214285714285714,43.6,33.642857142857146,50,14,272779,162870,2017,21,835.9999999999999,1085
2017-W22,66.8,28.67142857142857,23.6,25.928571428571427,32.8,32.8,8.7,44.3,30.8,66,16,272779,162870,2017,22,902.7999999999998,1151
2017-W23,0.2,29.314285714285717,25.8,27.442857142857143,32.7,32.7,11.200000000000001,32.4,29.385714285714283,62,10,346900,229301,2017,23,902.9999999999999,1213
2017-W24,22.0,28.571428571428573,24.1,25.942857142857143,33.0,33.0,8.585714285714285,39.6,32.18571428571429,80,13,346900,229301,2017,24,924.9999999999999,1293
2017-W25,72.6,27.900000000000002,22.2,24.32857142857143,32.3,32.3,6.8428571428571425,57.6,33.01428571428571,73,12,346900,229301,2017,25,997.5999999999999,1366
2017-W26,3.2,27.942857142857143,24.1,25.728571428571428,32.0,32.0,7.957142857142857,34.6,28.085714285714285,75,11,346900,229301,2017,26,1000.8,1441
2017-W27,32.6,27.8,23.5,24.87142857142857,31.6,31.6,8.071428571428571,36.7,31.842857142857145,63,14,326427,136777,2017,27,1033.3999999999999,1504
2017-W28,44.800000000000004,27.25714285714286,23.7,24.785714285714285,31.8,31.8,7.814285714285715,51.8,37.785714285714285,53,12,326427,136777,2017,28,1078.1999999999998,1557
2017-W29,0.0,28.74285714285714,26.2,26.771428571428572,32.0,32.0,11.671428571428573,33.8,30.75714285714286,51,11,326427,136777,2017,29,1078.1999999999998,1608
2017-W30,2.4,29.099999999999998,24.9,27.0,32.3,32.3,13.057142857142859,43.2,37.699999999999996,67,13,326427,136777,2017,30,1080.6,1675
2017-W31,1.6,29.25714285714286,27.1,27.442857142857143,33.0,33.0,14.457142857142857,44.3,37.714285714285715,60,10,326427,136777,2017,31,1082.1999999999998,1735
2017-W32,21.4,27.542857142857144,24.3,25.17142857142857,31.5,31.5,8.242857142857144,39.2,32.9,56,10,389821,182876,2017,32,1103.6,1791
2017-W33,48.599999999999994,27.814285714285717,23.7,25.214285714285715,32.0,32.0,10.12857142857143,43.6,36.471428571428575,53,12,389821,182876,2017,33,1152.1999999999998,1844
2017-W34,8.2,28.228571428571428,24.5,26.2,32.0,32.0,11.485714285714286,41.8,35.5,52,12,389821,182876,2017,34,1160.3999999999999,1896
2017-W35,4.4,28.271428571428572,25.4,26.32857142857143,32.2,32.2,11.742857142857144,45.7,35.371428571428574,33,8,389821,182876,2017,35,1164.8,1929
2017-W36,37.4,27.842857142857145,24.4,25.542857142857144,31.8,31.8,7.957142857142857,50.4,39.042857142857144,40,10,330012,194038,2017,36,1202.2,1969
2017-W37,36.2,28.214285714285715,22.3,25.485714285714288,32.4,32.4,8.785714285714286,41.8,32.31428571428571,53,10,330012,194038,2017,37,1238.4,2022
2017-W38,39.800000000000004,27.5,23.7,24.457142857142856,32.1,32.1,7.3999999999999995,41.0,36.714285714285715,59,11,330012,194038,2017,38,1278.2,2081
2017-W39,14.0,27.728571428571428,23.8,25.47142857142857,31.9,31.9,6.428571428571429,40.0,29.728571428571428,39,12,330012,194038,2017,39,1292.2,2120
2017-W40,30.200000000000003,27.428571428571427,24.5,25.042857142857144,33.2,33.2,6.642857142857143,35.3,30.2,52,13,280460,157133,2017,40,1322.4,2172
2017-W41,53.2,28.085714285714285,23.5,24.557142857142857,32.7,32.7,6.7,55.1,34.41428571428572,55,10,280460,157133,2017,41,1375.6000000000001,2227
2017-W42,0.8,29.157142857142855,26.2,26.785714285714285,34.6,34.6,7.2,32.0,28.385714285714283,63,14,280460,157133,2017,42,1376.4,2290
2017-W43,31.799999999999997,27.400000000000002,23.7,24.82857142857143,33.8,33.8,5.414285714285714,36.4,27.0,77,13,280460,157133,2017,43,1408.2,2367
2017-W44,12.600000000000001,27.32857142857143,23.5,24.614285714285717,31.8,31.8,6.485714285714286,35.3,28.957142857142856,62,13,280460,157133,2017,44,1420.8,2429
2017-W45,129.8,26.485714285714288,23.1,24.099999999999998,31.5,31.5,5.671428571428572,44.3,30.5,44,10,349332,245902,2017,45,1550.6,2473
2017-W46,82.0,27.271428571428572,23.1,24.485714285714288,32.5,32.5,6.085714285714286,48.6,34.57142857142857,50,12,349332,245902,2017,46,1632.6,2523
2017-W47,32.2,26.97142857142857,23.3,24.685714285714287,32.3,32.3,6.442857142857143,35.3,28.714285714285715,24,12,349332,245902,2017,47,1664.8,2547
2017-W48,19.400000000000002,27.542857142857144,24.6,25.314285714285713,33.5,33.5,7.657142857142857,44.6,30.485714285714288,38,13,349332,245902,2017,48,1684.2,2585
2017-W49,62.39999999999999,27.042857142857144,23.4,24.75714285714286,32.2,32.2,7.042857142857143,28.8,26.271428571428572,34,13,392404,309643,2017,49,1746.6000000000001,2619
2017-W50,130.4,26.842857142857145,23.2,24.342857142857145,32.2,32.2,7.728571428571429,37.4,29.357142857142858,40,14,392404,309643,2017,50,1877.0000000000002,2659
2017-W51,56.4,27.057142857142857,23.5,24.75714285714286,32.4,32.4,9.828571428571427,41.8,33.24285714285714,51,6,392404,309643,2017,51,1933.4000000000003,2710
2017-W52,120.4,26.52857142857143,23.3,24.342857142857145,31.2,31.2,8.6,45.7,33.128571428571426,66,11,392404,309643,2017,52,2053.8,2776
2018-W01,75.4,26.212500000000002,23.6,24.4,32.0,32.0,6.9625,36.0,27.1875,83,14,312672,133930,2018,1,75.4,83
2018-W02,146.6,24.5,21.3,22.785714285714285,31.4,31.4,7.985714285714287,37.1,28.685714285714287,68,9,312672,133930,2018,2,222.0,151
2018-W03,27.400000000000002,26.599999999999998,22.4,24.157142857142855,32.1,32.1,8.128571428571428,32.8,29.942857142857143,54,15,312672,133930,2018,3,249.4,205
2018-W04,33.4,26.771428571428572,23.6,24.728571428571428,32.7,32.7,6.714285714285714,32.0,29.04285714285714,45,9,312672,133930,2018,4,282.8,250
2018-W05,57.0,27.02857142857143,21.8,24.47142857142857,33.2,33.2,11.014285714285714,50.0,38.785714285714285,48,9,312672,133930,2018,5,339.8,298
2018-W06,0.0,26.5,23.5,24.2,30.8,30.8,13.228571428571428,40.3,37.285714285714285,50,9,372992,171544,2018,6,339.8,348
2018-W07,0.2,27.25714285714286,24.1,24.614285714285717,32.2,32.2,11.714285714285714,39.6,33.58571428571428,28,11,372992,171544,2018,7,340.0,376
2018-W08,1.0,27.614285714285717,24.6,25.157142857142855,33.3,33.3,11.785714285714286,37.8,33.4,39,8,372992,171544,2018,8,341.0,415
2018-W09,3.2,28.042857142857144,25.1,25.571428571428573,33.9,33.9,10.87142857142857,34.6,31.485714285714288,51,11,372992,171544,2018,9,344.2,466
2018-W10,21.599999999999998,27.714285714285715,23.9,25.12857142857143,33.4,33.4,11.200000000000001,48.2,35.57142857142857,37,8,396102,237573,2018,10,365.8,503
2018-W11,0.0,28.485714285714288,25.2,25.814285714285713,34.2,34.2,11.271428571428572,37.4,33.542857142857144,39,13,396102,237573,2018,11,365.8,542
2018-W12,7.0,28.37142857142857,24.8,25.857142857142858,34.0,34.0,10.299999999999999,34.6,31.014285714285712,36,8,396102,237573,2018,12,372.8,578
2018-W13,13.6,27.157142857142855,23.6,24.642857142857142,33.7,33.7,7.1571428571428575,39.6,32.51428571428571,24,9,396102,237573,2018,13,386.40000000000003,602
2018-W14,5.199999999999999,28.52857142857143,25.5,26.099999999999998,33.8,33.8,10.714285714285714,36.7,30.87142857142857,38,7,308850,154906,2018,14,391.6,640
2018-W15,14.4,28.914285714285715,24.6,26.285714285714285,34.4,34.4,9.828571428571427,38.2,31.542857142857144,38,6,308850,154906,2018,15,406.0,678
2018-W16,2.6,28.142857142857142,25.5,25.857142857142858,34.3,34.3,7.7,37.1,31.342857142857145,56,7,308850,154906,2018,16,408.6,734
2018-W17,33.6,28.414285714285715,22.6,25.24285714285714,35.0,35.0,6.8428571428571425,43.6,31.942857142857143,56,16,308850,154906,2018,17,442.20000000000005,790
2018-W18,26.2,28.785714285714285,23.6,25.82857142857143,34.2,34.2,8.328571428571427,44.6,36.65714285714286,77,30,308850,154906,2018,18,468.40000000000003,867
2018-W19,1.4,29.685714285714287,26.3,27.47142857142857,33.8,33.8,11.228571428571428,51.1,33.628571428571426,62,15,367723,218066,2018,19,469.8,929
2018-W20,10.2,28.414285714285715,24.6,26.042857142857144,34.0,34.0,6.471428571428571,36.4,27.914285714285715,64,19,367723,218066,2018,20,480.0,993
2018-W21,48.4,28.314285714285713,24.0,25.642857142857142,33.1,33.1,6.914285714285714,49.3,28.785714285714285,65,12,367723,218066,2018,21,528.4,1058
2018-W22,121.6,27.842857142857145,22.9,24.87142857142857,32.9,32.9,5.6000000000000005,45.0,30.028571428571432,54,13,367723,218066,2018,22,650.0,1112
2018-W23,4.199999999999999,29.728571428571428,24.2,27.085714285714285,33.4,33.4,9.557142857142859,36.4,29.414285714285715,75,13,386170,238954,2018,23,654.2,1187
2018-W24,11.8,29.099999999999998,23.6,26.614285714285717,33.1,33.1,9.328571428571427,42.5,33.58571428571428,55,11,386170,238954,2018,24,666.0,1242
2018-W25,32.4,27.74285714285714,23.6,24.771428571428572,32.2,32.2,8.27142857142857,47.2,36.45714285714286,61,11,386170,238954,2018,25,698.4,1303
2018-W26,65.0,27.042857142857144,23.0,24.37142857142857,31.5,31.5,6.528571428571429,36.4,30.47142857142857,76,10,386170,238954,2018,26,763.4,1379
2018-W27,63.8,28.24285714285714,23.1,25.485714285714288,31.7,31.7,9.985714285714286,41.8,34.271428571428565,58,10,346579,143977,2018,27,827.1999999999999,1437
2018-W28,58.6,28.25714285714286,21.9,25.457142857142856,32.3,32.3,10.285714285714286,51.1,34.15714285714286,44,11,346579,143977,2018,28,885.8,1481
2018-W29,9.0,28.914285714285715,23.5,26.428571428571427,31.9,31.9,11.514285714285714,40.0,32.05714285714286,41,13,346579,143977,2018,29,894.8,1522
2018-W30,5.2,29.0,24.9,26.857142857142858,33.0,33.0,12.4,41.0,35.41428571428571,56,10,346579,143977,2018,30,900.0,1578
2018-W31,38.4,27.814285714285713,24.0,25.585714285714285,32.4,32.4,10.028571428571428,40.3,32.48571428571429,51,10,346579,143977,2018,31,938.4,1629
2018-W32,6.8,28.571428571428573,21.9,26.085714285714285,33.0,33.0,10.342857142857143,40.0,33.542857142857144,59,10,420780,195173,2018,32,945.1999999999999,1688
2018-W33,3.8,29.25714285714286,24.9,27.157142857142855,33.0,33.0,14.799999999999999,40.3,35.58571428571428,43,12,420780,195173,2018,33,948.9999999999999,1731
2018-W34,71.2,28.24285714285714,22.5,25.37142857142857,33.2,33.2,9.814285714285715,43.2,34.0,68,10,420780,195173,2018,34,1020.1999999999999,1799
2018-W35,13.8,28.157142857142855,21.4,25.32857142857143,32.7,32.7,8.585714285714285,45.0,38.371428571428574,75,9,420780,195173,2018,35,1034.0,1874
2018-W36,96.80000000000001,27.185714285714287,21.8,23.814285714285713,31.9,31.9,6.228571428571429,42.5,32.04285714285714,76,11,353787,202436,2018,36,1130.8,1950
2018-W37,3.4,28.114285714285717,24.8,26.157142857142855,32.0,32.0,9.314285714285715,37.1,33.75714285714286,49,13,353787,202436,2018,37,1134.2,1999
2018-W38,36.6,27.557142857142857,23.7,24.900000000000002,32.5,32.5,8.385714285714286,37.4,32.128571428571426,63,13,353787,202436,2018,38,1170.8,2062
2018-W39,0.0,29.157142857142855,26.1,26.842857142857145,33.0,33.0,12.028571428571428,45.4,34.15714285714286,40,6,353787,202436,2018,39,1170.8,2102
2018-W40,19.8,29.185714285714287,23.7,26.585714285714285,34.5,34.5,11.62857142857143,45.7,37.68571428571429,51,9,293476,166492,2018,40,1190.6,2153
2018-W41,177.4,26.585714285714285,22.5,24.0,32.5,32.5,5.2,44.6,28.5,51,10,293476,166492,2018,41,1368.0,2204
2018-W42,26.799999999999997,28.02857142857143,23.4,24.642857142857142,33.3,33.3,6.742857142857143,48.2,32.34285714285714,62,9,293476,166492,2018,42,1394.8,2266
2018-W43,9.6,27.8,25.1,25.47142857142857,32.8,32.8,6.1571428571428575,35.6,29.957142857142856,78,11,293476,166492,2018,43,1404.3999999999999,2344
