,total_rainfall,mean_temperature,minimum_temperature,minimum_temperature_mean,maximum_temperature,maximum_temperature_mean,mean_wind_speed,max_wind_speed,max_wind_speed_mean,dengue_cases,interest,inbound,outbound,year,week,cumulative_total_rainfall,cumulative_dengue_cases
2013-W45,102.8,27.057142857142857,23.2,24.428571428571427,32.6,32.6,5.785714285714286,36.7,27.885714285714283,402,21,296000,223955,2013,45,2284.4,19500
2013-W46,30.6,26.8,23.2,24.342857142857145,32.7,32.7,6.071428571428571,32.8,28.557142857142857,444,25,296000,223955,2013,46,2315.0,19944
2013-W47,16.4,27.728571428571428,22.9,24.642857142857142,32.9,32.9,6.8999999999999995,34.2,30.457142857142856,365,18,296000,223955,2013,47,2331.4,20309
2013-W48,110.2,26.900000000000002,23.4,24.5,32.8,32.8,6.357142857142857,31.3,27.157142857142855,372,17,273481,215519,2013,48,2441.6,20681
2013-W49,177.6,25.67142857142857,22.7,23.61428571428571,31.1,31.1,6.7,31.7,26.814285714285713,347,16,273481,215519,2013,49,2619.2,21028
2013-W50,37.0,27.02857142857143,21.6,24.157142857142855,32.0,32.0,7.828571428571428,33.5,28.071428571428573,381,18,273481,215519,2013,50,2656.2,21409
2013-W51,87.6,26.62857142857143,21.2,23.485714285714288,33.7,33.7,8.042857142857143,48.2,33.25714285714286,371,13,273481,215519,2013,51,2743.7999999999997,21780
2013-W52,4.6,26.7,23.9,24.97142857142857,30.6,30.6,10.914285714285715,43.6,35.857142857142854,414,17,273481,215519,2013,52,2748.3999999999996,22194
2014-W01,20.4,26.3375,23.3,24.55,31.1,31.1,9.0,37.1,31.45,437,22,336460,156662,2014,1,20.4,437
2014-W02,57.0,26.37142857142857,23.7,24.12857142857143,31.8,31.8,7.514285714285714,34.9,29.685714285714287,479,20,336460,156662,2014,2,77.4,916
2014-W03,0.0,26.24285714285714,23.5,24.314285714285713,30.3,30.3,13.214285714285714,40.0,37.34285714285714,401,17,336460,156662,2014,3,77.4,1317
2014-W04,0.0,25.7,22.7,23.52857142857143,29.4,29.4,12.285714285714286,41.4,36.41428571428572,336,12,336460,156662,2014,4,77.4,1653
2014-W05,0.0,26.057142857142857,22.4,23.342857142857145,31.6,31.6,13.671428571428573,42.8,38.357142857142854,234,13,309560,143100,2014,5,77.4,1887
2014-W06,0.2,26.585714285714285,22.9,23.599999999999998,32.7,32.7,11.685714285714285,34.2,30.728571428571428,274,17,309560,143100,2014,6,77.60000000000001,2161
2014-W07,0.0,27.714285714285715,24.8,25.185714285714287,33.8,33.8,13.942857142857141,41.0,36.67142857142857,369,14,309560,143100,2014,7,77.60000000000001,2530
2014-W08,0.0,27.7,24.4,25.185714285714287,32.6,32.6,15.214285714285714,42.8,37.528571428571425,194,17,309560,143100,2014,8,77.60000000000001,2724
2014-W09,0.0,27.514285714285712,24.0,24.685714285714287,33.8,33.8,14.685714285714285,41.4,39.771428571428565,187,17,259510,151449,2014,9,77.60000000000001,2911
2014-W10,0.0,27.657142857142855,23.8,24.400000000000002,33.5,33.5,12.700000000000001,42.1,37.24285714285714,210,9,259510,151449,2014,10,77.60000000000001,3121
